iter	RMSE
481	1.926872218
482	1.920688572
483	1.914982631
484	1.914542802
485	1.912888399
486	1.908933831
487	1.902834107
488	1.897460845
489	1.892142968
490	1.891269946
491	1.886364877
492	1.878269022
493	1.872159738
494	1.865737406
495	1.859691861
496	1.858289958
497	1.852789818
498	1.845870841
499	1.837346777
500	1.832586795
501	1.828212492
502	1.827285737
503	1.826849352
504	1.826117262
505	1.819063792
506	1.812420717
507	1.811810509
508	1.806044995
509	1.80432057
510	1.79881697
511	1.791076904
512	1.785530558
513	1.78142213
514	1.777974045
515	1.772999627
516	1.767167226
517	1.762472441
518	1.757496487
519	1.752305154
520	1.74656496
521	1.739088874
522	1.73350183
523	1.727874261
524	1.721809754
525	1.716199
526	1.712456826
527	1.7063172
528	1.701442846
529	1.695497089
530	1.692366209
531	1.685994672
532	1.68130618
533	1.676786488
534	1.670767702
535	1.664848703
536	1.658524179
537	1.653610355
538	1.64915035
539	1.645372743
540	1.642475297
541	1.637529704
542	1.631680269
543	1.627380237
544	1.62138628
545	1.61486976
546	1.61341254
547	1.611168903
548	1.609277086
549	1.604109504
550	1.597076092
551	1.595543471
552	1.594850619
553	1.588612726
554	1.586345403
555	1.581117629
556	1.575799202
557	1.570267102
558	1.56428279
559	1.562954283
560	1.557816574
561	1.553745466
562	1.5530649
563	1.546939458
564	1.53916953
565	1.5320861
566	1.524856434
567	1.521060849
568	1.519850678
569	1.515968523
570	1.509206916
571	1.507672442
572	1.503614098
573	1.499902369
574	1.496582644
575	1.491304397
576	1.487089783
577	1.482097177
578	1.479190699
579	1.475043439
580	1.468478961
581	1.465175118
582	1.46081581
583	1.456778967
584	1.454008521
585	1.450033616
586	1.44332098
587	1.437955402
588	1.434964397
589	1.434098001
590	1.429496948
591	1.424873131
592	1.420940837
593	1.418525138
594	1.413941574
595	1.413462169
596	1.410551851
597	1.40716647
598	1.402870678
599	1.402211372
600	1.395871186
601	1.390110422
602	1.389615343
603	1.389000533
604	1.382279282
605	1.378017449
606	1.37389985
607	1.368983323
608	1.364708672
609	1.359799143
610	1.35696838
611	1.352665245
612	1.347604283
613	1.343950348
614	1.343464092
615	1.340841321
616	1.336784991
617	1.333589697
618	1.3303953
619	1.326600138
620	1.321885183
621	1.317234209
622	1.313407179
623	1.308189596
624	1.304015039
625	1.297413728
626	1.293442936
627	1.289605748
628	1.283815272
629	1.277725745
630	1.272374743
631	1.268436006
632	1.267173148
633	1.263607658
634	1.26108865
635	1.25410917
636	1.248704246
637	1.247961942
638	1.246548979
639	1.241058409
640	1.235597367
641	1.232915686
642	1.229803551
643	1.227448181
644	1.224099528
645	1.222961731
646	1.220275738
647	1.215032534
648	1.209785736
649	1.2063539
650	1.205432628
651	1.203000161
652	1.199865997
653	1.197232157
654	1.196739787
655	1.195661227
656	1.191550482
657	1.188263009
658	1.184705905
659	1.183874474
660	1.18054219
661	1.17802147
662	1.176453646
663	1.173390017
664	1.169534283
665	1.164273638
666	1.162259684
667	1.161221232
668	1.157513971
669	1.154115852
670	1.150126133
671	1.149075674
672	1.146275242
673	1.141935329
674	1.139729732
675	1.139040738
676	1.136578349
677	1.133067239
678	1.129843829
679	1.127848021
680	1.122176997
681	1.117491869
682	1.113269966
683	1.110340361
684	1.107861779
685	1.105195382
686	1.103168266
687	1.100093209
688	1.096528206
689	1.092627429
690	1.087443241
691	1.083421479
692	1.080636702
693	1.079633137
694	1.077431021
695	1.073248443
696	1.069093695
697	1.067982777
698	1.065782241
699	1.062826623
700	1.060247423
701	1.058233846
702	1.056827626
703	1.051922147
704	1.050061381
705	1.049298614
706	1.04630079
707	1.043797263
708	1.043503637
709	1.0409668
710	1.038499437
711	1.034609744
712	1.030876263
713	1.030204963
714	1.027628567
715	1.025575015
716	1.022624316
717	1.020522672
718	1.018752018
719	1.018400547
720	1.017022048
721	1.012864775
722	1.011957909
723	1.011072033
724	1.008292869
725	1.005082721
726	1.004279209
727	1.001631002
728	1.000372148
729	0.9979012467
730	0.995705902
731	0.991785717
732	0.9888903498
733	0.9880164028
734	0.987074609
735	0.9834867236
736	0.9824853354
737	0.9778157866
738	0.9755351838
739	0.9713601649
740	0.9668086098
741	0.9651027374
742	0.962634992
743	0.9602973309
744	0.958102415
745	0.9548317534
746	0.9517248113
747	0.9492240508
748	0.9466467283
749	0.9426120124
750	0.9417768264
751	0.9385289083
752	0.9353525635
753	0.9318407891
754	0.9306155395
755	0.9275934009
756	0.9263640729
757	0.9232418835
758	0.9196464897
759	0.9177327577
760	0.9146398721
761	0.9139337708
762	0.9114583808
763	0.909707484
764	0.9075000759
765	0.903622791
766	0.9009310969
767	0.9006503298
768	0.8993478526
769	0.8969289906
770	0.8956909555
771	0.8942865666
772	0.8918724376
773	0.8876960888
774	0.8866444083
775	0.8852756183
776	0.8847861892
777	0.8820988711
778	0.8799042424
779	0.8782419041
780	0.8753479052
781	0.872939419
782	0.8722851469
783	0.8697726701
784	0.8692060704
785	0.8686571228
786	0.8669247372
787	0.8667129263
788	0.8634866207
789	0.8627105898
790	0.8607235773
791	0.857586259
792	0.8541096235
793	0.852778039
794	0.8521368004
795	0.8519643659
796	0.8509763453
797	0.8507398917
798	0.8480776766
799	0.8455290213
800	0.8430681302
801	0.8412729782
802	0.8389440421
803	0.8368374611
804	0.835000514
805	0.8343532624
806	0.8337428522
807	0.8320518666
808	0.831219066
809	0.8309168658
810	0.8285004562
811	0.8275799219
812	0.8257404708
813	0.8230135154
814	0.81953935
815	0.8185804549
816	0.8156491124
817	0.813638671
818	0.8110914072
819	0.8105848627
820	0.8088138241
821	0.8053994361
822	0.8038512536
823	0.8017361379
824	0.7991557784
825	0.7964408242
826	0.7925881928
827	0.7897848549
828	0.7884106748
829	0.7861562883
830	0.7852902302
831	0.7847310864
832	0.7826012706
833	0.7810162299
834	0.7802536128
835	0.7800216685
836	0.7777631601
837	0.7759802137
838	0.7735614899
839	0.771682044
840	0.7709986927
841	0.7679637481
842	0.7671203136
843	0.7657619277
844	0.7638804599
845	0.7633754748
846	0.7606709924
847	0.7580394824
848	0.7553683974
849	0.7546160021
850	0.7521307404
851	0.7505225545
852	0.7476528485
853	0.7453226199
854	0.7429087757
855	0.7426841348
856	0.7419477623
857	0.7389574565
858	0.7376841191
859	0.7360593381
860	0.733529694
861	0.7314269622
862	0.7289477459
863	0.7270298553
864	0.7262781977
865	0.7239320407
866	0.7224614148
867	0.7216821119
868	0.720336832
869	0.7194840594
870	0.7187279595
871	0.7173414795
872	0.7156364377
873	0.7127889463
874	0.7106286509
875	0.7100267475
876	0.7081366127
877	0.706404513
878	0.7057336218
879	0.7035094581
880	0.7009365424
881	0.6993868306
882	0.6972160937
883	0.6952643007
884	0.6948929605
885	0.6942676268
886	0.6924887757
887	0.690621695
888	0.6897987176
889	0.6896001178
890	0.6868453746
891	0.686179596
892	0.6838598145
893	0.6816375644
894	0.6813770399
895	0.6798187264
896	0.6771637656
897	0.6751561501
898	0.674610454
899	0.6727850729
900	0.6714080758
901	0.6684184543
902	0.6681940879
903	0.6675179992
904	0.666932618
905	0.6664572284
906	0.6637477845
907	0.6634512385
908	0.6611587217
909	0.6606528621
910	0.6591383457
911	0.6566121358
912	0.65645086
913	0.6540929173
914	0.6523086098
915	0.6492021683
916	0.6483118457
917	0.6464622388
918	0.643973858
919	0.6421937835
920	0.6399833157
921	0.6372918036
922	0.6358045855
923	0.6343120324
924	0.6324324839
925	0.6297535658
926	0.6293642838
927	0.6285125508
928	0.6260439995
929	0.6247833278
930	0.6232546303
931	0.6219520403
932	0.6206514336
933	0.620366659
934	0.6201992793
935	0.6188804965
936	0.6160617056
937	0.6139604799
938	0.6122485292
939	0.610149082
940	0.6090263171
941	0.6086151756
942	0.6073217242
943	0.6067224696
944	0.6055154316
945	0.6035414171
946	0.6021833813
947	0.6011529638
948	0.5999734273
949	0.597874714
950	0.5956054404
951	0.5951470193
952	0.5930514522
953	0.5912844707
954	0.5908848679
955	0.5901571227
956	0.5895143108
957	0.5893788801
958	0.5887685531
959	0.5881339866
960	0.5855398591
961	0.5837811752
962	0.5817618893
963	0.5814312757
964	0.5810284711
965	0.5797961712
966	0.579507479
967	0.5777934122
968	0.5774676355
969	0.5759523749
970	0.5745381265
971	0.573293236
972	0.5719185903
973	0.5699448876
974	0.5685294184
975	0.5678064106
976	0.5670192841
977	0.5649680702
978	0.5639597277
979	0.5632701133
980	0.5625711269
981	0.562158124
982	0.5599736402
983	0.5582583839
984	0.5578204611
985	0.5556785795
986	0.5552415883
987	0.5536401998
988	0.5530072401
989	0.5524836567
990	0.5523155269
991	0.5508313263
992	0.5505865058
993	0.5498353248
994	0.5496644592
995	0.5475717383
996	0.5457471419
997	0.5435538463
998	0.541478711
999	0.5406760304
