GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK
Players,1630631,Jose Alvarado,Jose,56,38,18,0.679,1028.37,142,345,0.412,78,207,0.377,35,52,0.673,25,103,128,117,40,59,15,22,89,46,397,240,908.1,0,0,868.0,11,6,10,3,11,9,9,13,6,6,8,10,11,15,12,11,11,9,9,6,9,15,12,9,9,2,10,8,2,11
Players,1630639,A.J. Lawson,A.J.,42,27,15,0.643,310.9,54,121,0.446,13,50,0.26,15,23,0.652,14,36,50,20,14,10,3,8,22,13,136,18,251.0,0,0,245.0,12,10,9,6,16,14,14,13,13,12,17,16,15,14,17,17,17,16,15,15,17,10,7,18,15,10,16,10,2,16
Players,1630641,Ibou Badji,Ibou,22,5,17,0.227,225.81833333333333,14,22,0.636,0,0,0.0,6,12,0.5,20,31,51,13,15,3,20,3,46,14,34,-90,168.7,0,0,144.0,15,15,7,14,17,19,19,2,19,20,19,18,17,19,16,15,16,17,16,19,8,4,10,17,19,9,18,13,1,18
Players,1630643,Jay Huff,Jay,20,16,4,0.8,49.325,9,15,0.6,3,9,0.333,2,2,1.0,2,9,11,2,1,2,3,0,9,1,23,-9,53.2,0,0,49.0,15,14,1,1,16,15,17,2,15,15,11,16,16,1,14,16,16,16,16,15,13,1,2,16,15,11,16,8,2,16
Players,1630647,Eugene Omoruyi,Eugene,43,5,38,0.116,393.3066666666667,81,167,0.485,13,46,0.283,32,49,0.653,35,50,85,35,21,27,5,17,62,47,207,-138,436.5,1,0,404.0,11,14,15,21,15,11,11,10,14,12,18,10,9,20,8,15,12,11,12,10,19,15,17,10,11,15,13,9,2,12
Players,1630649,Stanley Umude,Stanley,24,4,20,0.167,307.12166666666667,37,84,0.44,24,53,0.453,29,32,0.906,8,43,51,11,14,8,7,4,40,21,127,-75,235.7,0,0,243.0,14,11,15,11,19,18,19,16,10,15,3,12,14,4,19,17,17,22,18,18,12,10,17,16,17,15,19,11,1,18
Players,1630658,Colin Castleton,Colin,16,9,7,0.563,59.08,9,16,0.563,0,0,0.0,6,6,1.0,6,6,12,3,3,2,0,2,11,3,24,-44,45.9,0,0,43.0,16,15,6,12,17,16,17,2,18,21,18,14,14,1,12,14,14,19,16,16,17,6,7,15,15,16,16,8,4,16
Players,1630678,Terry Taylor,Terry,31,12,19,0.387,187.63,20,39,0.513,2,9,0.222,4,5,0.8,17,20,37,10,7,5,2,2,17,3,46,16,119.4,0,0,109.0,12,12,7,17,15,15,15,4,14,14,15,14,15,6,12,15,13,14,14,14,14,3,4,16,15,6,15,12,1,15
Players,1630688,Ish Wainright,Ish,7,1,6,0.143,45.88333333333333,6,18,0.333,6,16,0.375,2,2,1.0,0,9,9,0,1,2,1,0,4,2,20,0,38.8,0,0,41.0,19,20,3,20,21,21,22,20,16,16,4,20,20,1,22,20,21,22,22,20,20,1,2,21,20,1,20,13,1,20
Players,1630692,Jordan Goodwin,Jordan,40,23,17,0.575,558.5266666666666,75,193,0.389,23,80,0.288,25,29,0.862,40,77,117,78,29,23,9,16,43,23,198,-22,522.4,0,0,480.0,11,11,13,19,11,11,10,17,9,9,15,12,12,6,8,12,11,8,9,10,13,14,13,11,11,16,10,10,2,10
Players,1630695,Micah Potter,Micah,16,3,13,0.188,186.06,19,40,0.475,9,21,0.429,6,8,0.75,10,33,43,6,5,4,6,1,14,8,53,-28,138.6,0,0,131.0,17,17,5,20,17,18,17,9,15,16,1,20,20,15,16,16,16,20,20,17,15,2,5,19,18,7,17,14,2,17
Players,1630696,Dru Smith,Dru,9,7,2,0.778,130.895,15,33,0.455,7,17,0.412,2,2,1.0,6,8,14,14,5,9,3,1,12,6,39,-43,107.8,0,0,98.0,19,18,1,1,18,18,19,7,18,18,3,18,18,1,16,18,18,17,18,17,15,3,5,18,19,20,18,11,3,18
Players,1630699,MarJon Beauchamp,MarJon,48,30,18,0.625,607.6883333333334,81,166,0.488,30,75,0.4,19,28,0.679,22,77,99,31,27,13,7,17,54,20,211,-12,409.3,0,0,411.0,11,10,11,5,11,11,11,8,11,11,5,11,10,16,10,9,10,12,10,12,10,15,11,11,11,11,11,9,3,11
Players,1630700,Dyson Daniels,Dyson,61,34,27,0.557,1358.525,139,311,0.447,42,135,0.311,34,53,0.642,62,174,236,164,59,85,25,14,101,42,354,71,1154.2,1,0,1016.0,8,10,15,15,7,10,10,9,8,8,14,11,10,16,5,9,9,6,7,2,7,10,15,11,10,9,7,6,2,7
Players,1630702,Jaden Hardy,Jaden,73,44,29,0.603,989.2133333333334,195,479,0.407,81,224,0.362,59,76,0.776,20,111,131,109,62,22,4,28,80,79,530,-126,866.7,0,0,903.0,3,4,20,12,9,6,5,17,5,5,7,6,7,7,15,13,13,6,5,10,14,18,12,6,5,22,8,10,2,7
Players,1630703,Scoot Henderson,Scoot,62,18,44,0.29,1765.3933333333334,307,797,0.385,87,268,0.325,167,204,0.819,53,141,194,336,212,48,13,50,195,208,868,-495,1575.8,8,0,1607.0,5,2,17,4,3,4,3,17,4,3,10,2,2,7,6,7,6,1,1,5,10,19,22,2,4,22,4,3,1,4
Players,1630846,Olivier Sarr,Olivier,15,8,7,0.533,98.20166666666668,11,19,0.579,2,6,0.333,10,15,0.667,10,26,36,2,3,0,7,0,18,10,34,1,98.2,0,0,88.0,16,18,7,22,16,16,18,2,17,19,15,14,13,16,12,14,14,21,19,21,11,1,8,14,17,13,16,5,2,16
Players,1630929,Henri Drell,Henri,4,2,2,0.5,29.916666666666668,4,10,0.4,2,6,0.333,1,2,0.5,1,3,4,4,2,2,1,1,6,1,11,6,28.8,0,0,27.0,18,18,1,3,17,17,17,15,14,15,8,17,17,17,17,17,17,16,17,16,16,1,3,17,17,7,17,12,1,17
Players,1631093,Jaden Ivey,Jaden,77,14,63,0.182,2217.4766666666665,417,973,0.429,124,369,0.336,227,303,0.749,86,178,264,296,190,57,41,88,204,227,1185,-350,2049.8,2,0,2065.0,1,1,31,10,1,2,2,18,1,1,13,2,1,17,4,6,6,2,2,2,3,30,31,1,2,30,2,5,1,2
Players,1631094,Paolo Banchero,Paolo,80,46,34,0.575,2798.701666666667,640,1407,0.455,119,351,0.339,405,559,0.725,82,472,554,431,247,71,47,87,153,380,1804,1,3222.3,16,2,3144.0,2,2,16,8,1,1,1,10,2,2,9,1,1,9,4,1,1,1,1,3,3,18,14,1,1,12,1,1,1,1
Players,1631095,Jabari Smith Jr.,Jabari,76,39,37,0.513,2423.845,378,833,0.454,138,380,0.363,150,185,0.811,139,477,616,121,89,52,61,56,200,138,1044,-84,2214.7,16,0,2145.0,4,2,14,7,3,4,4,11,3,3,6,4,4,7,3,1,1,6,5,6,1,15,15,4,4,17,4,3,4,4
Players,1631096,Chet Holmgren,Chet,82,57,25,0.695,2412.7966666666666,505,953,0.53,129,349,0.37,218,275,0.793,129,519,648,200,131,53,190,65,197,250,1357,423,3032.6,23,0,2820.0,1,1,20,13,2,3,3,6,3,3,11,2,2,11,1,1,1,4,3,6,1,20,21,2,2,2,2,1,2,2
Players,1631097,Bennedict Mathurin,Bennedict,59,33,26,0.559,1538.39,296,663,0.446,80,214,0.374,184,224,0.821,60,174,234,119,97,35,14,74,117,165,856,-92,1365.3,3,0,1387.0,9,9,16,17,6,7,3,14,6,6,8,3,3,7,7,7,8,7,5,8,9,22,16,2,5,22,7,7,3,7
Players,1631098,Johnny Davis,Johnny,50,8,42,0.16,613.48,62,154,0.403,14,40,0.35,14,24,0.583,18,54,72,32,13,18,10,13,57,24,152,-150,357.4,0,0,326.0,7,9,18,17,9,13,14,20,11,15,8,19,17,21,14,13,15,13,15,12,11,11,15,16,15,17,15,13,2,15
Players,1631099,Keegan Murray,Keegan,77,43,34,0.558,2588.5666666666666,443,975,0.454,183,511,0.358,103,124,0.831,106,314,420,129,64,79,59,40,205,97,1172,138,2219.5,8,0,2180.0,3,3,18,15,3,3,3,10,2,2,11,5,5,2,2,2,2,6,4,2,1,17,19,5,3,4,3,2,2,3
Players,1631100,AJ Griffin,AJ,20,8,12,0.4,170.73,18,62,0.29,10,39,0.256,2,2,1.0,2,16,18,5,8,1,2,3,6,1,48,-51,78.1,0,0,87.0,14,15,6,16,16,16,15,18,12,12,14,17,17,1,18,15,17,16,14,18,16,4,2,18,16,12,17,9,3,16
Players,1631101,Shaedon Sharpe,Shaedon,32,8,24,0.25,1059.0183333333334,176,434,0.406,60,180,0.333,98,119,0.824,42,118,160,94,72,28,12,33,88,114,510,-246,891.0,1,0,904.0,13,11,9,9,11,10,10,14,7,9,9,5,5,3,7,10,9,6,6,9,11,16,13,6,9,17,12,9,1,10
Players,1631102,TyTy Washington Jr.,TyTy,11,5,6,0.455,55.92166666666667,6,20,0.3,2,6,0.333,0,0,0.0,1,4,5,5,2,3,0,0,1,2,14,-13,34.5,0,0,32.0,18,18,4,20,18,18,17,20,15,16,14,18,19,18,18,17,17,16,17,16,17,1,1,18,18,12,18,9,3,18
Players,1631103,Malaki Branham,Malaki,75,18,57,0.24,1594.3266666666666,271,628,0.432,93,268,0.347,55,63,0.873,28,120,148,156,91,27,8,41,94,62,690,-373,1115.6,0,0,1157.0,2,6,20,16,6,7,5,18,5,5,8,8,9,2,9,9,9,8,7,10,13,18,15,9,7,19,8,7,3,7
Players,1631104,Blake Wesley,Blake,61,19,42,0.311,875.925,102,215,0.474,12,55,0.218,52,78,0.667,18,76,94,166,55,29,9,15,89,50,268,-144,688.8,0,0,616.0,10,2,11,7,10,10,10,11,13,13,17,9,8,16,13,11,12,7,9,9,11,11,13,10,11,13,10,7,3,10
Players,1631105,Jalen Duren,Jalen,61,13,48,0.213,1777.4816666666666,349,564,0.619,0,4,0.0,143,181,0.79,192,517,709,147,129,33,47,47,192,149,841,-311,2023.3,44,0,1857.0,6,2,26,7,3,3,3,1,29,28,29,3,3,14,1,1,1,5,3,6,2,29,30,3,3,28,3,1,1,3
Players,1631106,Tari Eason,Tari,22,12,10,0.545,480.105,88,189,0.466,18,50,0.36,21,33,0.636,46,107,153,27,20,31,19,17,51,24,215,88,569.1,3,0,513.0,13,13,4,3,12,12,12,8,11,12,7,12,12,16,7,10,11,12,12,9,8,7,6,12,12,3,12,6,4,12
Players,1631107,Nikola Jovic,Nikola,46,24,22,0.522,896.2366666666667,127,281,0.452,65,163,0.399,33,47,0.702,25,167,192,90,42,25,14,8,82,52,352,149,792.4,0,0,777.0,8,8,14,17,12,11,11,8,8,9,4,12,10,19,9,7,8,11,9,10,9,9,14,10,11,2,11,11,3,11
Players,1631108,Max Christie,Max,67,38,29,0.567,944.3183333333334,103,241,0.427,42,118,0.356,36,46,0.783,15,127,142,60,35,20,17,21,57,28,284,-17,620.4,0,0,602.0,8,8,15,10,8,9,8,13,6,6,9,11,11,7,11,9,9,8,9,10,9,15,12,12,9,11,9,8,4,9
Players,1631109,Mark Williams,Mark,19,7,12,0.368,508.39166666666665,98,151,0.649,0,0,0.0,46,64,0.719,76,108,184,22,17,16,20,18,50,53,242,-21,586.8,8,0,520.0,19,12,6,2,17,13,17,3,23,25,23,11,10,21,2,7,5,20,15,15,6,19,15,11,14,4,12,3,2,14
Players,1631110,Jeremy Sochan,Jeremy,74,18,56,0.243,2193.095,340,776,0.438,70,227,0.308,111,144,0.771,137,339,476,249,140,62,40,67,168,131,861,-344,1971.7,7,0,1860.0,3,6,18,15,2,4,4,17,8,6,14,5,5,11,2,2,2,4,2,4,4,20,19,5,4,16,4,3,3,4
Players,1631111,Wendell Moore Jr.,Wendell,25,18,7,0.72,75.13166666666666,9,18,0.5,0,6,0.0,0,0,0.0,0,12,12,6,4,5,1,0,5,1,18,-6,55.4,0,0,48.0,14,14,5,5,16,17,18,4,17,16,17,18,18,18,18,16,17,16,15,13,14,1,3,17,18,18,17,6,1,18
Players,1631112,Kendall Brown,Kendall,15,10,5,0.667,62.50833333333333,8,15,0.533,0,2,0.0,5,8,0.625,3,2,5,5,2,0,0,0,9,6,21,-24,32.5,0,0,31.0,17,16,4,4,17,18,18,6,16,17,16,17,16,19,17,20,18,18,18,20,18,1,5,16,18,21,19,12,3,19
Players,1631114,Jalen Williams,Jalen,71,51,20,0.718,2223.5983333333334,536,993,0.54,103,241,0.427,180,221,0.814,37,245,282,322,123,80,45,51,175,183,1355,383,2428.4,3,0,2312.0,8,8,13,8,4,2,2,4,4,6,4,3,3,8,8,4,5,3,4,2,4,19,19,3,3,3,3,4,2,3
Players,1631115,Orlando Robinson,Orlando,36,20,16,0.556,303.69,36,72,0.5,8,15,0.533,19,25,0.76,28,56,84,34,18,7,8,7,35,25,99,12,277.8,1,0,255.0,13,13,8,13,14,14,16,3,17,19,1,14,14,17,8,14,14,14,14,18,13,8,8,14,14,13,14,7,3,14
Players,1631116,Patrick Baldwin Jr.,Patrick,38,6,32,0.158,493.5083333333333,59,155,0.381,31,97,0.32,19,28,0.679,17,106,123,29,19,18,15,4,56,25,168,-23,439.1,2,0,417.0,13,10,12,18,12,14,13,22,8,8,14,16,15,19,15,9,9,15,13,12,9,6,14,15,14,7,12,8,2,11
Players,1631117,Walker Kessler,Walker,64,26,38,0.406,1493.1066666666666,229,350,0.654,4,19,0.211,56,93,0.602,165,316,481,60,66,30,154,32,132,85,518,-149,1671.2,7,0,1431.0,5,4,17,5,6,6,8,1,17,17,17,8,8,20,1,3,2,10,8,9,1,16,17,7,6,16,4,3,2,6
Players,1631119,Jaylin Williams,Jaylin,69,48,21,0.696,896.9466666666667,95,228,0.417,53,144,0.368,33,41,0.805,36,198,234,110,34,28,27,10,98,55,276,124,852.8,0,0,783.0,9,10,16,12,10,10,10,16,10,8,12,8,8,10,9,6,6,7,9,10,7,12,15,8,10,9,9,5,2,9
Players,1631120,JD Davison,JD,8,8,0,1.0,39.01,5,12,0.417,3,7,0.429,3,4,0.75,2,8,10,10,2,1,1,0,4,3,16,23,47.0,0,0,43.0,18,18,1,1,18,18,18,16,12,16,3,17,17,11,18,18,18,15,18,19,16,1,2,17,17,16,18,10,3,18
Players,1631121,Bryce McGowens,Bryce,59,11,48,0.186,881.595,101,230,0.439,34,102,0.333,66,85,0.776,17,85,102,51,30,21,10,16,74,76,302,-229,563.9,0,0,551.0,5,5,23,19,7,12,12,13,10,11,15,7,7,12,13,12,13,14,14,12,14,17,20,8,11,20,13,11,2,11
Players,1631123,Jamaree Bouyea,Jamaree,6,0,6,0.0,57.21666666666667,5,21,0.238,0,8,0.0,0,0,0.0,2,8,10,8,8,0,0,2,3,1,10,-22,26.0,0,0,28.0,20,22,3,22,20,22,20,22,19,18,19,22,22,22,21,21,20,18,19,22,21,3,1,22,22,3,22,13,1,22
Players,1631124,Julian Strawther,Julian,50,34,16,0.68,545.415,82,222,0.369,41,138,0.297,22,31,0.71,5,56,61,47,23,17,7,10,54,38,227,-103,419.7,0,0,424.0,11,11,8,13,11,10,9,17,9,8,12,11,11,10,12,12,12,10,10,10,12,7,6,11,10,16,11,8,2,11
Players,1631128,Christian Braun,Christian,82,57,25,0.695,1655.565,222,483,0.46,63,164,0.384,93,134,0.694,79,227,306,132,55,42,35,46,137,86,600,-13,1341.2,2,0,1255.0,1,1,16,11,7,7,7,11,6,6,7,5,4,11,4,4,4,6,8,6,8,14,11,7,7,13,7,5,2,7
Players,1631131,Oscar Tshiebwe,Oscar,8,2,6,0.25,41.91666666666666,10,20,0.5,0,0,0.0,6,8,0.75,8,8,16,2,0,2,1,4,3,5,26,14,57.2,0,0,50.0,19,20,6,22,19,17,17,8,16,21,16,16,16,15,15,17,16,19,19,18,15,9,4,17,17,13,17,12,3,17
Players,1631133,Jabari Walker,Jabari,72,18,54,0.25,1700.5733333333333,234,509,0.46,41,139,0.295,129,171,0.754,151,357,508,71,66,42,22,63,173,138,638,-338,1480.1,11,0,1386.0,1,2,22,9,5,5,5,6,11,11,13,4,4,15,2,2,2,12,8,7,6,21,20,3,5,20,5,2,1,5
Players,1631157,Ryan Rollins,Ryan,10,1,9,0.1,65.88333333333334,13,25,0.52,2,3,0.667,13,17,0.765,2,9,11,11,7,8,3,2,7,14,41,57,96.7,0,0,87.0,21,22,4,23,22,22,22,4,20,20,1,20,20,12,22,22,22,21,22,17,20,3,3,20,22,1,22,13,2,22
Players,1631159,Leonard Miller,Leonard,17,13,4,0.765,52.4,13,20,0.65,2,5,0.4,1,2,0.5,5,15,20,8,1,2,1,1,5,1,29,8,73.0,0,0,65.0,16,16,2,2,17,16,17,2,15,17,6,17,17,16,13,14,15,14,18,18,14,3,3,17,16,14,16,6,1,16
Players,1631165,Keon Ellis,Keon,57,33,24,0.579,978.485,107,232,0.461,70,168,0.417,26,35,0.743,32,92,124,85,37,51,29,6,112,48,310,93,789.3,0,0,749.0,10,9,10,8,9,9,9,9,7,7,2,9,10,8,9,8,10,8,9,5,6,8,15,8,9,5,8,7,2,8
Players,1631167,Izaiah Brockington,Izaiah,1,1,0,1.0,3.3833333333333333,2,5,0.4,0,1,0.0,0,0,0.0,1,1,2,0,0,0,0,1,0,0,4,3,6.4,0,0,6.0,18,18,1,1,19,17,18,14,17,19,17,18,18,18,16,18,18,18,17,18,18,3,1,18,17,15,18,8,2,18
Players,1631169,Josh Minott,Josh,32,23,9,0.719,91.42833333333331,17,36,0.472,4,10,0.4,12,14,0.857,4,13,17,8,2,5,5,3,10,8,50,20,110.4,0,0,99.0,12,12,8,6,15,15,15,9,14,15,6,13,14,4,16,15,16,14,17,13,11,6,5,14,14,13,14,6,1,14
Players,1631170,Jaime Jaquez Jr.,Jaime,75,44,31,0.587,2113.195,341,697,0.489,65,202,0.322,142,175,0.811,82,203,285,195,110,77,20,63,167,135,889,108,1704.5,1,0,1628.0,1,1,20,5,2,3,4,5,8,5,17,3,3,13,3,5,4,3,2,3,4,20,21,3,3,4,3,7,3,3
Players,1631172,Ousmane Dieng,Ousmane,33,21,12,0.636,364.9533333333333,49,116,0.422,21,70,0.3,14,16,0.875,10,41,51,37,19,8,5,3,22,14,133,1,269.7,0,0,268.0,12,13,11,19,12,11,11,15,12,12,17,11,12,4,12,12,12,13,12,13,13,10,10,13,13,13,12,5,2,12
Players,1631173,Terquavion Smith,Terquavion,16,8,8,0.5,84.49666666666667,18,46,0.391,13,35,0.371,3,5,0.6,0,4,4,12,7,8,0,3,8,4,52,-7,91.8,0,0,97.0,20,20,9,22,21,21,20,21,17,18,13,20,20,20,23,22,22,21,19,19,23,11,8,21,20,20,21,13,2,21
Players,1631197,Jared Rhoden,Jared,17,2,15,0.118,245.01666666666668,33,66,0.5,12,31,0.387,5,8,0.625,3,30,33,14,7,3,13,3,28,7,83,-39,184.6,0,0,174.0,18,19,14,22,21,19,20,8,18,18,8,24,24,25,23,21,21,19,21,22,9,8,14,22,21,10,20,11,1,21
Players,1631199,Ron Harper Jr.,Ron,1,1,0,1.0,3.65,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,2,0,0,-9,1.5,0,0,1.0,28,25,1,1,28,28,29,28,26,27,26,27,28,27,29,28,29,29,28,29,26,1,3,29,29,7,29,12,2,29
Players,1631200,Kris Murray,Kris,62,12,50,0.194,1348.2716666666668,145,366,0.396,49,183,0.268,37,56,0.661,85,139,224,80,55,53,21,26,92,53,376,-164,931.8,1,0,877.0,5,9,19,16,8,11,11,16,10,7,15,11,11,17,5,8,5,10,10,4,7,12,14,11,11,12,10,9,1,12
Players,1631204,Marcus Sasser,Marcus,71,11,60,0.155,1351.11,219,512,0.428,90,240,0.375,58,66,0.879,11,114,125,236,90,44,12,24,103,73,586,-250,1168.0,1,0,1149.0,2,3,30,17,6,5,4,19,4,4,11,9,9,6,14,7,7,3,4,4,10,26,26,9,4,26,5,7,1,5
Players,1631205,Buddy Boeheim,Buddy,10,0,10,0.0,84.00166666666667,9,29,0.31,8,25,0.32,8,10,0.8,3,7,10,3,0,0,1,1,5,5,34,21,53.5,0,0,57.0,24,28,9,28,26,28,26,28,21,21,18,23,23,12,23,28,28,28,29,30,26,3,6,26,25,3,28,11,1,27
Players,1631207,Dalen Terry,Dalen,59,27,32,0.458,680.71,69,157,0.439,17,74,0.23,25,43,0.581,29,84,113,81,32,27,18,5,81,36,180,36,540.1,0,0,481.0,8,8,11,13,11,11,11,12,10,10,14,10,9,15,9,10,10,8,10,10,8,6,10,10,11,1,11,12,1,11
Players,1631209,Isaiah Wong,Isaiah,1,1,0,1.0,4.283333333333333,1,3,0.333,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,-5,2.0,0,0,2.0,21,21,1,1,22,20,21,19,16,19,16,21,21,21,20,21,21,21,19,20,18,1,1,22,20,18,21,12,3,21
Players,1631210,Jacob Toppin,Jacob,9,2,7,0.222,38.15166666666666,5,9,0.556,1,4,0.25,2,2,1.0,3,4,7,3,1,0,1,1,3,1,13,-16,27.9,0,0,26.0,20,22,11,25,21,19,21,4,17,19,18,17,17,1,17,21,18,21,21,22,16,6,5,20,19,21,19,7,3,20
Players,1631212,Peyton Watson,Peyton,80,56,24,0.7,1487.8366666666666,208,447,0.465,45,152,0.296,71,106,0.67,56,202,258,86,58,42,88,32,143,82,532,-69,1302.6,0,0,1181.0,4,4,12,8,8,8,8,7,8,7,13,8,7,13,6,5,5,8,7,6,1,11,13,8,8,14,8,8,2,8
Players,1631214,Alondes Williams,Alondes,7,5,2,0.714,15.595,2,8,0.25,0,4,0.0,1,1,1.0,0,1,1,0,2,0,1,1,2,1,5,-20,7.2,0,0,8.0,21,20,1,2,21,21,21,21,21,21,21,20,21,1,21,21,21,21,21,20,18,3,1,19,21,17,21,11,3,21
Players,1631216,Caleb Houstan,Caleb,59,31,28,0.525,815.335,80,206,0.388,72,193,0.373,21,26,0.808,28,56,84,29,16,15,4,1,61,19,253,-30,438.3,0,0,476.0,9,11,11,14,13,13,13,14,6,6,7,13,13,5,11,14,13,13,13,13,15,4,6,13,13,16,13,6,2,13
Players,1631217,Moussa Diabate,Moussa,11,7,4,0.636,64.23833333333333,10,19,0.526,0,0,0.0,9,14,0.643,15,9,24,4,2,5,1,3,4,10,29,-2,79.8,0,0,69.0,16,15,6,10,17,16,16,5,18,20,18,13,13,15,14,16,15,18,17,16,18,8,4,13,16,13,16,11,4,16
Players,1631218,Trayce Jackson-Davis,Trayce,68,39,29,0.574,1130.4516666666666,233,332,0.702,0,1,0.0,74,132,0.561,135,206,341,82,49,29,76,39,108,93,540,32,1338.2,6,0,1173.0,7,6,11,11,10,6,10,1,15,16,15,6,5,16,2,10,5,10,10,11,1,15,9,7,6,9,8,4,2,8
Players,1631220,Dereon Seabron,Dereon,6,3,3,0.5,55.083333333333336,4,13,0.308,1,2,0.5,5,6,0.833,1,6,7,5,0,2,1,1,4,4,14,28,38.9,0,0,33.0,17,16,4,17,16,16,16,16,15,17,1,16,16,6,16,16,16,16,17,16,15,3,5,16,16,12,16,8,2,16
Players,1631221,Collin Gillespie,Collin,24,15,9,0.625,225.365,32,69,0.464,15,38,0.395,8,12,0.667,1,20,21,27,14,13,0,3,24,12,87,15,177.7,0,0,176.0,14,15,5,17,13,13,13,8,11,11,6,12,12,14,15,13,13,12,12,12,15,5,5,12,13,8,13,8,2,13
Players,1631222,Jake LaRavia,Jake,35,8,27,0.229,805.55,118,303,0.389,53,156,0.34,90,109,0.826,51,77,128,58,45,29,12,23,69,75,379,-114,697.6,2,0,700.0,11,13,24,25,10,9,9,23,8,8,10,5,5,10,9,13,13,16,12,10,11,27,25,6,9,24,10,7,1,10
Players,1631223,David Roddy,David,48,15,33,0.313,1114.0933333333332,155,386,0.402,47,156,0.301,46,67,0.687,51,149,200,76,54,25,11,33,68,53,403,-212,811.0,0,0,798.0,6,6,28,17,7,6,5,20,10,8,17,9,8,20,9,5,5,12,9,13,12,30,24,10,8,30,8,15,1,9
Players,1631230,Dominick Barlow,Dominick,33,7,26,0.212,419.54,56,113,0.496,3,9,0.333,29,42,0.69,45,68,113,36,9,12,14,8,47,31,144,-32,402.6,0,0,348.0,13,14,8,19,13,13,13,7,14,15,11,11,11,14,6,12,11,14,15,11,8,9,9,11,13,9,13,7,3,13
Players,1631241,Javon Freeman-Liberty,Javon,22,3,19,0.136,403.03833333333336,55,124,0.444,10,42,0.238,33,36,0.917,16,54,70,40,25,10,4,15,28,31,153,-159,314.0,0,0,301.0,21,22,13,25,18,18,18,12,19,18,21,13,16,3,19,17,19,17,18,21,20,17,10,13,18,24,20,12,2,19
Players,1631243,Mouhamed Gueye,Mouhamed,6,2,4,0.333,72.8,8,23,0.348,3,9,0.333,5,6,0.833,10,12,22,4,1,5,4,3,13,5,24,-41,82.4,0,0,71.0,18,18,2,17,18,18,17,17,15,17,11,13,14,6,13,17,15,17,18,16,14,4,4,15,18,10,16,9,3,17
Players,1631245,Quenton Jackson,Quenton,3,3,0,1.0,10.533333333333331,0,1,0.0,0,0,0.0,2,2,1.0,0,4,4,2,0,1,0,0,1,1,2,0,12.8,0,0,10.0,20,19,1,1,20,22,22,22,16,21,16,18,18,1,20,18,19,19,19,19,18,1,2,20,20,16,20,12,3,20
Players,1631246,Vince Williams Jr.,Vince,52,18,34,0.346,1436.53,169,379,0.446,79,209,0.378,104,130,0.8,59,231,290,175,92,47,34,22,135,133,521,-91,1282.5,3,0,1227.0,4,4,29,10,4,5,6,12,6,6,6,4,4,13,5,3,3,2,3,3,5,26,32,2,5,21,4,4,1,4
Players,1631250,Pete Nance,Pete,8,3,5,0.375,27.35,1,6,0.167,1,1,1.0,0,2,0.0,0,3,3,0,1,1,0,0,2,1,3,-23,8.6,0,0,9.0,17,16,2,16,17,18,17,18,15,16,1,16,16,16,18,17,17,18,17,16,16,1,1,17,18,13,18,8,2,17
Players,1631254,Kenneth Lofton Jr.,Kenneth,15,4,11,0.267,98.81833333333331,14,37,0.378,3,10,0.3,8,15,0.533,2,13,15,14,6,3,3,6,15,11,39,5,90.0,0,0,83.0,20,21,15,21,28,26,25,24,24,24,18,20,20,23,31,26,28,24,24,27,21,14,12,21,26,3,26,15,1,26
Players,1631257,Jermaine Samuels Jr.,Jermaine,14,8,6,0.571,60.13166666666667,9,14,0.643,0,2,0.0,2,2,1.0,3,10,13,3,0,1,2,2,5,3,20,-13,49.1,0,0,42.0,16,16,2,2,17,17,17,1,16,16,16,16,16,1,17,17,17,17,17,16,14,1,1,16,17,11,17,10,4,17
Players,1631260,AJ Green,AJ,56,35,21,0.625,614.2816666666666,83,196,0.423,69,169,0.408,17,19,0.895,9,55,64,30,12,9,4,3,49,20,252,50,400.8,0,0,441.0,8,7,12,5,10,10,10,14,7,7,3,12,12,4,12,13,12,13,14,13,12,7,10,11,10,6,12,9,3,10
Players,1631262,Jules Bernard,Jules,19,2,17,0.105,149.275,29,64,0.453,11,29,0.379,5,9,0.556,10,16,26,16,8,3,1,2,14,13,74,26,133.2,0,0,135.0,18,21,7,22,21,20,21,13,16,18,5,22,22,22,19,21,21,19,21,22,22,3,4,21,21,3,21,13,2,21
