GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK
Players,1629623,Lindell Wigginton,Lindell,3,3,0,1.0,7.63,2,5,0.4,0,2,0.0,2,2,1.0,0,0,0,0,1,0,0,0,1,1,6,-10,5.0,0,0,6.0,19,19,1,1,20,19,19,16,19,18,19,16,16,1,19,21,21,20,19,20,17,1,1,19,19,10,20,9,3,20
Players,1629626,Bol Bol,Bol,43,28,15,0.651,469.0283333333333,93,151,0.616,22,52,0.423,15,19,0.789,32,105,137,17,19,10,25,3,42,11,223,13,498.9,1,0,469.0,10,9,10,3,12,8,11,2,10,13,5,14,14,11,9,9,9,15,12,13,8,6,12,15,10,9,11,6,2,11
Players,1629627,Zion Williamson,Zion,70,42,28,0.6,2206.923333333333,624,1094,0.57,6,18,0.333,347,494,0.702,122,284,406,352,193,76,47,121,159,362,1601,143,2792.2,12,0,2611.0,3,3,17,9,2,1,1,2,13,14,11,1,1,14,2,2,2,2,1,3,3,20,18,1,1,8,1,2,2,1
Players,1629628,RJ Barrett,RJ,32,11,21,0.344,1071.625,272,492,0.553,47,120,0.392,105,167,0.629,34,170,204,130,79,19,13,49,84,123,696,-136,1152.8,2,0,1141.0,12,11,16,10,8,4,6,3,7,8,3,5,3,21,8,4,5,5,4,14,8,30,23,4,6,21,7,7,2,7
Players,1629629,Cam Reddish,Cam,48,27,21,0.563,984.0616666666666,91,234,0.389,37,110,0.336,41,54,0.759,27,72,99,48,31,47,14,18,64,44,260,-50,602.8,0,0,566.0,10,10,12,12,7,10,9,15,7,8,10,10,9,8,9,11,11,10,10,6,10,14,13,9,10,17,10,8,4,10
Players,1629630,Ja Morant,Ja,9,6,3,0.667,317.925,80,170,0.471,14,51,0.275,52,64,0.813,6,44,50,73,27,7,5,16,19,48,226,11,404.5,3,0,387.0,21,17,2,1,20,15,16,7,16,16,21,8,9,11,25,18,18,14,18,20,17,22,14,11,13,1,19,4,1,19
Players,1629631,De'Andre Hunter,De'Andre,57,26,31,0.456,1681.0933333333332,304,663,0.459,117,304,0.385,166,196,0.847,31,191,222,87,83,40,16,29,146,193,891,-49,1372.9,3,0,1429.0,6,7,12,6,7,6,6,8,4,5,4,4,5,4,8,7,7,8,5,7,7,13,16,2,5,11,7,7,3,7
Players,1629632,Coby White,Coby,79,37,42,0.468,2881.3566666666666,541,1209,0.447,209,556,0.376,218,260,0.838,44,314,358,405,166,53,18,66,186,293,1509,-35,2593.1,5,0,2623.0,1,1,16,10,2,3,3,10,1,1,5,2,2,3,7,3,3,2,1,5,8,17,17,2,2,12,3,4,1,3
Players,1629634,Brandon Clarke,Brandon,6,2,4,0.333,134.31833333333333,33,59,0.559,1,6,0.167,1,7,0.143,13,19,32,9,3,5,6,5,8,8,68,-8,149.9,0,0,132.0,27,23,3,11,24,21,21,2,27,29,27,27,23,28,16,23,23,25,27,24,16,11,5,22,21,6,21,15,1,22
Players,1629636,Darius Garland,Darius,57,31,26,0.544,1900.4383333333333,375,841,0.446,132,356,0.371,146,175,0.834,30,122,152,373,176,74,7,48,95,163,1028,112,1836.9,6,0,1847.0,7,9,13,13,5,3,2,10,5,4,8,4,4,5,9,9,10,1,1,3,12,15,11,3,3,6,6,3,2,4
Players,1629637,Jaxson Hayes,Jaxson,70,41,29,0.586,877.1333333333333,126,175,0.72,0,8,0.0,51,82,0.622,69,142,211,33,43,34,29,16,123,79,303,-107,751.7,2,0,673.0,6,5,15,7,9,7,10,1,18,16,18,7,7,15,2,8,8,12,8,9,6,13,17,6,8,20,8,6,4,8
Players,1629638,Nickeil Alexander-Walker,Nickeil,82,56,26,0.683,1920.9183333333333,236,538,0.439,131,335,0.391,52,65,0.8,35,132,167,204,76,64,42,29,143,84,655,312,1403.4,0,0,1369.0,1,1,19,14,7,7,7,15,5,4,8,8,8,7,8,8,8,4,8,4,4,15,15,8,7,4,8,6,1,7
Players,1629639,Tyler Herro,Tyler,42,23,19,0.548,1407.105,324,735,0.441,132,333,0.396,95,111,0.856,19,203,222,188,93,30,3,43,63,90,875,31,1429.4,2,0,1483.0,10,10,12,15,6,4,3,11,2,2,5,4,4,10,11,5,6,5,5,9,15,18,11,6,4,10,5,4,3,5
Players,1629640,Keldon Johnson,Keldon,69,17,52,0.246,2038.361666666667,391,862,0.454,127,367,0.346,175,221,0.792,95,282,377,195,100,51,20,56,149,166,1084,-347,1941.9,9,0,1925.0,7,8,14,14,5,3,3,15,3,3,9,2,2,10,4,3,3,5,6,5,6,19,17,2,3,17,5,2,3,3
Players,1629642,Nassir Little,Nassir,45,28,17,0.622,458.28333333333336,57,124,0.46,21,70,0.3,17,20,0.85,14,61,75,21,14,10,10,6,39,18,152,-88,319.5,0,0,309.0,9,9,13,8,13,14,14,11,12,11,13,13,13,8,15,14,14,13,14,13,12,10,10,13,14,21,14,10,2,14
Players,1629643,Chuma Okeke,Chuma,47,24,23,0.511,431.73,40,112,0.357,23,82,0.28,4,7,0.571,18,62,80,20,16,9,7,2,19,5,107,-70,265.0,0,0,262.0,13,14,7,15,14,14,14,17,12,12,13,15,15,15,13,13,14,14,13,14,12,5,5,15,14,18,14,6,2,14
Players,1629646,Charles Bassey,Charles,19,3,16,0.158,205.275,29,40,0.725,0,1,0.0,5,6,0.833,23,53,76,21,15,8,17,1,31,10,63,-46,245.7,0,0,210.0,15,16,7,20,15,15,15,2,19,18,19,16,16,4,12,13,13,15,14,14,7,4,7,16,15,10,15,7,3,15
Players,1629647,Darius Bazley,Darius,6,2,4,0.333,142.04166666666666,18,29,0.621,2,8,0.25,10,12,0.833,8,19,27,5,7,6,7,3,3,9,48,-32,119.9,0,0,108.0,20,18,2,14,18,19,20,2,19,20,16,16,17,7,18,18,18,21,17,15,12,5,1,18,19,8,18,14,2,18
Players,1629650,Moses Brown,Moses,22,4,18,0.182,199.97833333333327,33,65,0.508,0,0,0.0,9,31,0.29,37,49,86,7,11,5,7,12,27,29,75,-59,213.7,0,0,192.0,15,16,8,17,18,15,17,4,19,20,19,16,12,21,8,14,14,19,17,18,15,9,6,13,16,6,16,13,1,16
Players,1629651,Nic Claxton,Nic,71,27,44,0.38,2115.6633333333334,366,582,0.629,1,5,0.2,108,196,0.551,193,513,706,147,93,46,146,41,175,239,841,-278,2391.7,30,0,2079.0,2,3,20,14,2,3,4,1,17,18,17,4,3,16,1,1,1,6,3,5,1,19,21,3,3,21,2,1,1,3
Players,1629652,Luguentz Dort,Luguentz,79,54,25,0.684,2245.971666666667,288,657,0.438,156,396,0.394,128,155,0.826,74,210,284,113,74,71,47,31,228,170,860,347,1650.3,0,0,1649.0,4,6,20,17,3,5,5,14,1,1,10,4,4,7,3,5,4,6,5,4,3,17,22,4,5,6,5,5,2,5
Players,1629655,Daniel Gafford,Daniel,45,9,36,0.2,1191.785,203,294,0.69,0,0,0.0,84,119,0.706,131,230,361,69,46,44,97,24,147,111,490,-187,1403.7,9,0,1202.0,10,7,14,5,7,6,7,1,22,22,22,6,6,17,1,3,3,9,8,5,1,18,21,5,7,18,6,3,2,6
Players,1629656,Quentin Grimes,Quentin,45,29,16,0.644,909.5733333333334,113,286,0.395,77,212,0.363,24,34,0.706,14,74,88,52,21,30,3,13,66,28,327,5,588.6,0,0,610.0,8,8,19,11,8,11,10,17,5,6,9,13,13,17,12,11,12,10,13,8,13,14,19,13,10,12,12,7,3,11
Players,1629659,Talen Horton-Tucker,Talen,51,14,37,0.275,1008.6983333333334,184,465,0.396,60,182,0.33,88,109,0.807,21,100,121,177,65,45,19,27,94,80,516,-107,1053.7,1,0,1002.0,8,13,16,17,10,7,6,17,7,7,13,6,6,9,13,12,13,6,9,4,7,15,15,8,7,12,9,8,2,9
Players,1629660,Ty Jerome,Ty,2,1,1,0.5,14.816666666666666,2,4,0.5,0,1,0.0,0,0,0.0,1,0,1,3,1,0,0,0,2,0,4,-14,8.7,0,0,8.0,18,18,1,15,18,17,18,6,16,16,16,16,18,16,16,18,18,17,17,18,16,1,1,18,17,12,17,8,2,18
Players,1629661,Cameron Johnson,Cameron,58,21,37,0.362,1599.0383333333334,276,619,0.446,138,353,0.391,86,109,0.789,55,196,251,138,57,49,15,34,105,93,776,-77,1419.2,1,0,1431.0,7,8,15,16,5,4,3,8,3,3,4,5,6,8,5,5,5,7,10,4,10,18,13,6,4,16,4,9,1,4
Players,1629667,Jalen McDaniels,Jalen,50,12,38,0.24,538.0066666666667,65,189,0.344,12,71,0.169,27,37,0.73,18,61,79,37,30,19,6,18,52,27,169,-162,364.3,0,0,347.0,5,8,27,18,14,16,14,25,17,12,24,15,15,19,17,15,17,18,14,14,17,19,18,17,16,25,18,12,2,18
Players,1629669,Jaylen Nowell,Jaylen,9,3,6,0.333,156.14666666666668,22,55,0.4,4,23,0.174,3,3,1.0,3,11,14,16,5,3,0,0,13,4,51,-2,95.8,0,0,91.0,21,22,10,11,22,22,22,21,22,19,26,23,26,1,30,28,29,23,25,27,31,1,10,28,22,5,25,15,1,25
Players,1629670,Jordan Nwora,Jordan,34,6,28,0.176,528.8816666666667,101,217,0.465,33,95,0.347,35,42,0.833,20,96,116,44,41,20,12,15,29,31,270,-183,530.2,2,0,527.0,10,15,23,24,15,13,12,10,9,9,9,12,13,7,16,12,13,15,12,11,10,17,12,13,13,26,13,7,2,13
Players,1629673,Jordan Poole,Jordan,78,15,63,0.192,2345.555,490,1186,0.413,184,564,0.326,192,219,0.877,32,180,212,343,188,86,25,75,244,209,1356,-552,2269.9,4,0,2317.0,2,1,23,7,1,2,2,18,1,1,13,2,3,1,9,6,6,2,2,1,5,23,24,2,2,23,3,6,2,2
Players,1629674,Neemias Queta,Neemias,28,24,4,0.857,333.21666666666664,67,104,0.644,0,0,0.0,20,28,0.714,53,69,122,20,13,13,21,12,50,24,154,135,419.4,2,0,364.0,12,12,5,5,12,11,12,3,19,19,19,10,10,13,9,11,11,12,11,11,9,12,9,10,12,11,11,8,3,11
Players,1629675,Naz Reid,Naz,81,56,25,0.691,1963.8283333333331,406,851,0.477,169,408,0.414,109,148,0.736,73,350,423,106,111,63,73,64,172,111,1090,248,2053.6,6,0,2060.0,2,1,17,12,6,3,3,8,3,2,5,4,4,9,3,4,4,7,4,5,2,18,16,5,3,6,4,4,1,4
Players,1629677,Luka Samanic,Luka,43,15,28,0.349,404.37666666666667,60,158,0.38,13,64,0.203,44,56,0.786,22,80,102,19,28,5,7,17,32,39,177,-51,335.9,1,0,335.0,13,12,12,13,15,15,15,20,14,14,19,9,9,13,12,15,14,16,14,16,12,11,7,9,15,10,15,8,2,15
Players,1629678,Admiral Schofield,Admiral,23,15,8,0.652,84.35833333333333,10,26,0.385,6,16,0.375,0,2,0.0,3,14,17,7,5,1,0,3,9,3,26,-13,54.9,0,0,58.0,15,15,2,1,16,16,17,15,14,16,4,17,17,17,15,16,16,16,16,17,17,6,3,16,17,15,17,6,2,16
Players,1629680,Matisse Thybulle,Matisse,65,18,47,0.277,1487.3833333333334,126,317,0.397,80,231,0.346,22,29,0.759,30,106,136,90,40,113,49,12,93,41,354,-232,1098.2,0,0,984.0,4,2,18,6,7,12,12,15,6,5,7,12,13,13,10,12,12,7,12,1,1,9,15,12,12,15,9,13,1,9
Players,1629684,Grant Williams,Grant,47,24,23,0.511,1241.715,131,317,0.413,79,210,0.376,41,55,0.745,46,123,169,81,53,24,27,16,137,64,382,-116,806.3,0,0,813.0,10,12,16,18,7,10,7,16,6,6,5,8,11,8,6,10,10,8,7,9,7,14,20,10,9,21,10,10,2,9
Players,1629685,Dylan Windler,Dylan,8,4,4,0.5,27.69333333333333,4,9,0.444,4,8,0.5,0,0,0.0,0,3,3,6,0,0,0,0,2,0,12,-1,24.6,0,0,25.0,18,19,3,16,19,18,19,11,12,16,1,19,19,19,19,18,19,16,20,20,17,1,3,20,18,9,18,8,4,19
Players,1629716,Marques Bolden,Marques,9,3,6,0.333,118.31666666666666,17,25,0.68,0,1,0.0,3,4,0.75,10,22,32,4,3,3,7,0,9,3,37,-24,108.4,0,0,93.0,24,20,3,6,23,23,24,2,23,23,23,23,23,17,19,21,21,25,24,23,16,1,5,24,23,5,23,11,2,23
Players,1629717,Armoni Brooks,Armoni,10,3,7,0.3,104.02333333333333,15,46,0.326,11,32,0.344,1,2,0.5,7,11,18,5,3,1,1,4,3,1,42,28,74.1,0,0,80.0,18,18,4,20,16,17,16,19,13,13,11,19,19,18,17,17,17,18,18,19,18,7,3,19,17,2,17,13,1,17
Players,1629718,Charlie Brown Jr.,Charlie,8,2,6,0.25,37.28333333333333,2,10,0.2,2,7,0.286,0,0,0.0,1,1,2,0,2,0,2,1,5,1,6,-6,12.4,0,0,14.0,21,22,9,24,22,22,20,22,14,16,16,21,22,21,18,23,23,24,19,22,15,6,8,20,22,17,23,7,3,23
Players,1629723,John Konchar,John,55,18,37,0.327,1173.5733333333333,88,208,0.423,38,120,0.317,21,25,0.84,72,185,257,110,46,51,51,13,76,37,235,-151,968.4,1,0,844.0,3,4,31,16,6,12,12,17,12,11,12,16,18,7,2,4,4,7,11,2,3,20,27,13,12,25,6,11,1,6
Players,1629726,Garrison Mathews,Garrison,66,29,37,0.439,992.1216666666668,103,226,0.456,85,193,0.44,34,42,0.81,17,75,92,37,19,20,8,5,115,68,325,-97,555.9,0,0,595.0,4,4,16,11,9,10,9,9,6,7,2,10,10,8,10,10,10,12,12,10,11,6,13,10,9,17,10,9,3,10
Players,1629731,Dean Wade,Dean,54,36,18,0.667,1108.08,96,232,0.414,79,202,0.391,20,26,0.769,37,181,218,43,20,40,25,3,93,37,291,177,792.1,0,0,761.0,9,6,7,1,9,11,10,15,8,8,4,11,12,7,8,7,7,12,11,8,7,5,10,12,10,4,10,8,2,10
Players,1629750,Javonte Green,Javonte,9,5,4,0.556,230.4,45,75,0.6,10,27,0.37,10,13,0.769,20,47,67,5,7,10,8,4,19,9,110,28,244.9,1,0,228.0,15,15,3,2,14,12,14,1,13,13,6,12,12,9,10,12,11,15,14,12,11,5,5,13,12,3,12,5,1,12
Players,1629875,Xavier Moon,Xavier,14,7,7,0.5,119.25,15,46,0.326,2,17,0.118,1,2,0.5,8,10,18,21,5,3,3,0,8,3,33,-37,99.1,0,0,86.0,15,15,7,20,15,15,14,21,13,13,17,16,15,16,15,15,16,13,15,17,16,1,7,16,15,16,15,11,4,15
Players,1630162,Anthony Edwards,Anthony,79,54,25,0.684,2770.383333333333,718,1558,0.461,190,532,0.357,423,506,0.836,52,378,430,405,241,101,42,56,141,336,2049,432,3360.5,9,0,3360.0,3,4,17,13,1,1,1,10,1,1,10,1,1,5,6,3,3,2,1,1,4,17,14,2,1,1,1,3,1,1
Players,1630163,LaMelo Ball,LaMelo,22,7,15,0.318,711.35,183,423,0.433,70,197,0.355,90,104,0.865,29,84,113,176,83,40,4,14,79,90,526,-139,974.6,7,1,973.0,18,12,9,9,15,6,5,17,5,5,12,5,5,6,8,13,11,4,3,4,18,15,21,6,6,16,6,4,1,6
Players,1630164,James Wiseman,James,63,9,54,0.143,1091.0433333333333,187,305,0.613,0,2,0.0,72,102,0.706,110,226,336,54,66,12,39,20,141,84,446,-325,1017.2,7,0,938.0,3,5,29,19,7,7,9,2,29,30,29,6,7,18,3,5,3,10,6,17,4,25,27,6,9,29,7,3,1,7
Players,1630165,Killian Hayes,Killian,42,7,35,0.167,1007.6583333333332,117,283,0.413,22,74,0.297,33,50,0.66,11,108,119,205,51,36,20,12,75,54,289,-244,856.3,0,0,747.0,9,8,23,11,8,10,10,21,12,13,21,11,11,24,14,8,8,4,9,5,7,19,24,10,10,25,8,11,1,10
Players,1630166,Deni Avdija,Deni,75,14,61,0.187,2256.643333333333,406,803,0.506,88,235,0.374,202,273,0.74,84,456,540,286,160,59,36,76,185,251,1102,-329,2304.0,18,0,2206.0,3,3,22,10,3,3,3,5,5,5,6,1,1,14,2,1,1,4,3,3,4,24,23,1,3,19,2,1,2,3
Players,1630167,Obi Toppin,Obi,82,47,35,0.573,1730.6016666666667,332,579,0.573,102,253,0.403,77,100,0.77,85,235,320,128,69,47,43,30,143,88,843,141,1620.0,1,0,1573.0,1,1,22,12,4,4,7,3,5,5,4,6,8,14,4,3,3,6,6,5,5,17,19,9,6,4,5,8,3,4
Players,1630168,Onyeka Okongwu,Onyeka,55,23,32,0.418,1404.736666666667,223,365,0.611,23,69,0.333,92,116,0.793,145,231,376,74,45,26,60,27,162,91,561,-34,1336.2,8,0,1206.0,8,8,13,13,8,8,8,1,10,8,11,8,8,10,3,5,5,9,8,8,2,12,17,8,8,7,8,5,3,8
Players,1630169,Tyrese Haliburton,Tyrese,69,40,29,0.58,2223.5383333333334,500,1048,0.477,195,535,0.364,194,227,0.855,35,236,271,752,159,83,48,57,75,164,1389,294,3076.2,44,1,2869.0,5,5,18,10,1,1,1,11,1,1,9,2,2,5,10,2,6,1,1,1,4,21,10,3,1,1,1,1,1,1
Players,1630170,Devin Vassell,Devin,68,17,51,0.25,2247.7433333333333,498,1056,0.472,166,446,0.372,161,201,0.801,27,234,261,277,108,73,23,34,74,152,1323,-291,2231.7,0,0,2219.0,9,8,13,13,1,2,2,12,1,1,6,3,3,7,10,5,6,2,5,3,5,16,11,3,2,15,2,7,3,2
Players,1630171,Isaac Okoro,Isaac,69,41,28,0.594,1887.0566666666664,235,480,0.49,84,215,0.391,93,137,0.679,67,140,207,132,54,57,34,37,140,118,647,40,1312.4,0,0,1252.0,4,4,15,6,6,8,8,7,7,7,5,6,6,12,4,8,8,7,8,5,3,12,15,6,8,7,8,8,2,8
Players,1630172,Patrick Williams,Patrick,43,19,24,0.442,1174.085,159,359,0.443,59,148,0.399,52,66,0.788,46,120,166,66,57,40,33,28,87,52,429,-14,889.2,0,0,866.0,10,11,9,14,7,8,9,11,8,9,3,8,8,8,6,9,8,9,7,7,6,13,11,8,8,11,7,12,1,7
Players,1630173,Precious Achiuwa,Precious,49,32,17,0.653,1186.868333333333,157,299,0.525,13,50,0.26,45,70,0.643,141,210,351,53,54,30,56,26,103,53,372,6,1076.7,7,0,961.0,6,6,20,9,7,8,9,5,12,12,17,8,8,19,3,6,4,9,6,8,2,20,20,10,9,11,6,5,3,7
Players,1630174,Aaron Nesmith,Aaron,72,41,31,0.569,1994.655,315,635,0.496,140,334,0.419,107,137,0.781,63,212,275,108,64,65,49,51,241,145,877,161,1647.0,1,0,1628.0,3,3,19,13,3,6,5,10,2,3,2,5,5,12,6,6,5,8,7,3,3,20,22,5,3,3,4,8,3,3
Players,1630175,Cole Anthony,Cole,81,47,34,0.58,1817.3116666666667,332,763,0.435,93,275,0.338,180,218,0.826,64,247,311,236,126,64,37,32,175,162,937,110,1841.2,3,0,1779.0,1,1,16,7,4,4,3,13,4,4,10,3,3,2,7,4,5,3,4,4,5,15,17,5,4,4,4,4,2,4
Players,1630177,Theo Maledon,Theo,13,3,10,0.231,200.08,19,66,0.288,5,30,0.167,11,12,0.917,4,19,23,28,15,7,0,5,18,18,54,-57,129.6,0,0,124.0,22,20,5,16,21,21,19,25,19,16,20,17,19,2,23,22,22,17,18,20,24,8,7,16,21,10,22,11,2,22
Players,1630178,Tyrese Maxey,Tyrese,70,43,27,0.614,2625.806666666667,638,1419,0.45,212,569,0.373,328,378,0.868,36,222,258,433,116,69,33,90,151,288,1816,303,2965.1,9,0,2923.0,2,2,23,9,1,1,1,10,1,1,12,2,2,6,8,5,5,1,2,3,7,28,26,2,1,1,1,2,2,1
Players,1630180,Saddiq Bey,Saddiq,63,28,35,0.444,2061.6583333333333,290,697,0.416,113,358,0.316,170,203,0.837,167,244,411,92,54,51,11,49,88,139,863,-19,1626.2,8,0,1603.0,5,5,15,8,3,7,5,12,5,4,13,3,4,5,2,4,4,5,7,5,8,14,10,5,6,5,6,5,3,6
Players,1630181,R.J. Hampton,R.J.,8,3,5,0.375,76.02166666666666,4,14,0.286,1,8,0.125,1,2,0.5,2,4,6,8,3,0,0,1,8,1,10,21,26.2,0,0,25.0,20,21,4,21,20,20,20,20,20,20,20,20,18,21,19,20,20,19,19,20,20,3,3,19,20,11,20,11,3,20
Players,1630182,Josh Green,Josh,57,32,25,0.561,1504.72,179,374,0.479,72,187,0.385,39,57,0.684,40,144,184,130,60,47,9,30,107,76,469,-100,992.8,0,0,967.0,7,9,18,17,5,7,6,11,7,7,3,10,9,12,8,7,8,5,6,4,10,19,16,8,7,20,6,10,2,6
Players,1630183,Jaden McDaniels,Jaden,72,48,24,0.667,2105.4533333333334,307,628,0.489,86,255,0.337,57,79,0.722,56,168,224,101,87,63,42,28,219,93,757,156,1405.3,0,0,1378.0,7,7,15,17,4,5,5,5,6,6,12,7,7,11,5,7,6,9,7,5,4,14,18,7,6,8,7,6,1,6
Players,1630184,Kira Lewis Jr.,Kira,15,9,6,0.6,143.56,16,52,0.308,2,20,0.1,10,11,0.909,4,10,14,18,8,5,1,4,8,8,44,-19,97.8,0,0,90.0,15,15,6,9,15,15,15,16,14,13,16,15,15,3,15,15,15,14,15,15,15,8,6,15,15,19,15,8,2,15
Players,1630186,Jahmi'us Ramsey,Jahmi'us,7,0,7,0.0,121.085,18,41,0.439,6,22,0.273,5,6,0.833,4,18,22,8,7,7,0,2,10,5,47,-28,99.4,0,0,97.0,24,26,7,26,23,22,22,14,21,21,18,21,23,7,25,24,25,23,23,22,26,5,6,23,22,9,24,12,2,23
Players,1630188,Jalen Smith,Jalen,61,36,25,0.59,1046.625,234,395,0.592,61,144,0.424,72,104,0.692,112,225,337,63,44,17,38,13,124,96,601,-13,1220.9,5,0,1172.0,7,8,14,8,10,9,10,2,7,9,1,8,6,18,2,5,2,11,10,13,6,10,17,7,10,19,9,4,3,10
Players,1630191,Isaiah Stewart,Isaiah,46,9,37,0.196,1422.8166666666666,186,382,0.487,67,175,0.383,64,85,0.753,74,231,305,73,66,17,38,17,99,82,503,-133,1077.5,5,0,1058.0,7,5,25,9,5,8,8,10,6,6,9,8,8,16,5,4,4,7,6,12,5,24,25,8,8,21,6,4,1,6
Players,1630192,Zeke Nnaji,Zeke,58,41,17,0.707,576.12,69,149,0.463,6,23,0.261,42,62,0.677,61,64,125,32,27,15,38,23,81,77,186,-168,516.0,0,0,455.0,9,9,9,6,10,11,11,9,13,13,16,9,9,12,5,10,10,11,9,11,7,10,9,9,11,17,10,8,2,10
Players,1630193,Immanuel Quickley,Immanuel,38,12,26,0.316,1265.1666666666667,236,559,0.422,107,271,0.395,127,151,0.841,12,170,182,257,70,34,7,32,75,124,706,-155,1362.9,8,0,1334.0,9,8,21,14,7,7,4,19,2,3,1,3,4,6,22,4,7,3,7,6,16,26,22,3,4,23,6,3,2,5
Players,1630194,Paul Reed,Paul,82,47,35,0.573,1589.5016666666668,259,480,0.54,21,57,0.368,61,85,0.718,193,295,488,109,67,67,84,41,198,95,600,96,1735.1,8,0,1520.0,1,1,28,16,4,5,5,4,13,13,14,6,5,16,1,3,1,7,5,4,1,24,28,5,5,6,5,4,2,5
Players,1630196,Filip Petrusev,Filip,2,1,1,0.5,6.626666666666667,1,2,0.5,0,0,0.0,1,2,0.5,0,0,0,0,0,0,0,0,1,1,3,3,3.0,0,0,3.0,20,20,1,17,20,20,20,6,18,20,18,17,16,17,19,20,20,20,20,19,18,1,2,17,20,12,20,7,2,20
Players,1630197,Aleksej Pokusevski,Aleksej,18,6,12,0.333,344.93333333333334,45,105,0.429,16,44,0.364,28,37,0.757,15,64,79,30,16,14,12,4,17,25,134,-40,335.8,0,0,311.0,20,17,6,6,18,18,18,18,15,15,9,13,13,16,16,15,14,15,17,16,9,6,6,14,18,8,18,11,2,18
Players,1630198,Isaiah Joe,Isaiah,78,54,24,0.692,1444.8666666666666,222,485,0.458,147,353,0.416,45,52,0.865,32,148,180,99,47,46,22,15,87,91,636,352,1157.5,0,0,1198.0,5,6,18,15,7,6,6,12,2,2,8,7,7,6,10,7,10,8,7,8,8,14,13,6,6,5,7,5,2,6
Players,1630200,Tre Jones,Tre,77,21,56,0.273,2138.18,303,600,0.505,64,191,0.335,101,118,0.856,58,231,289,478,116,78,9,30,92,130,771,-22,1979.8,5,1,1776.0,1,1,18,9,3,5,7,6,9,8,10,6,6,3,5,6,5,1,4,2,11,15,14,6,6,8,3,4,2,5
Players,1630201,Malachi Flynn,Malachi,31,12,19,0.387,474.26166666666666,56,137,0.409,28,80,0.35,17,22,0.773,13,52,65,73,33,18,6,6,42,24,157,-67,383.5,0,0,371.0,13,8,13,6,16,17,17,20,11,11,6,19,18,15,21,18,20,10,13,16,17,10,16,18,17,16,17,12,2,16
Players,1630202,Payton Pritchard,Payton,82,64,18,0.78,1825.7333333333331,297,635,0.468,147,382,0.385,46,56,0.821,70,195,265,281,61,39,6,27,106,62,787,449,1600.5,3,0,1570.0,1,1,18,12,5,6,6,10,4,5,9,8,7,9,6,8,8,4,6,7,12,15,14,7,6,4,6,6,3,6
Players,1630204,Ashton Hagans,Ashton,19,3,16,0.158,315.57166666666666,29,71,0.408,8,25,0.32,14,17,0.824,14,31,45,54,30,11,9,9,40,19,80,-4,245.0,0,0,227.0,18,17,6,19,16,16,16,12,15,15,11,14,15,3,17,15,17,15,14,15,13,7,8,15,15,2,15,13,1,15
Players,1630205,Lamar Stevens,Lamar,19,15,4,0.789,121.86833333333334,21,45,0.467,3,8,0.375,8,11,0.727,12,19,31,8,9,6,5,3,14,9,53,10,126.2,0,0,117.0,15,15,5,9,16,14,15,11,12,15,12,13,13,12,13,15,15,17,14,15,13,5,4,14,15,18,15,10,3,15
Players,1630207,Nate Hinton,Nate,15,8,7,0.533,74.55166666666666,11,26,0.423,7,14,0.5,4,5,0.8,7,15,22,10,3,3,2,2,11,4,33,13,86.4,0,0,82.0,15,16,3,5,15,16,16,14,14,14,1,15,15,9,14,15,16,14,16,15,14,1,4,15,16,10,16,10,4,16
Players,1630208,Nick Richards,Nick,67,14,53,0.209,1758.736666666667,260,376,0.691,0,1,0.0,132,179,0.737,172,367,539,54,73,26,74,38,176,158,652,-429,1606.8,19,0,1445.0,3,4,25,17,3,3,6,1,23,23,23,3,2,20,1,2,1,13,4,9,1,24,25,3,4,24,3,1,2,3
Players,1630209,Omer Yurtseven,Omer,48,17,31,0.354,545.1016666666667,99,184,0.538,5,24,0.208,19,28,0.679,72,136,208,29,37,8,18,12,52,34,222,-133,556.1,2,0,516.0,12,11,13,12,14,13,14,5,16,15,18,14,14,19,4,9,6,14,12,14,8,8,9,11,14,14,13,7,2,13
Players,1630214,Xavier Tillman,Xavier,34,14,20,0.412,700.23,87,213,0.408,12,53,0.226,18,43,0.419,56,101,157,57,29,42,35,20,60,36,204,-102,679.9,2,0,584.0,12,8,22,3,12,13,11,19,17,15,24,19,14,27,7,11,10,17,16,6,4,25,21,14,15,22,11,7,1,11
