TeamID,SEASON,PLAYER,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED,GROUP_SET,PLAYER_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,team_id
1610612744,2023,Dario Saric,dario-saric,20.0,F-C,6-10,225,"APR 08, 1994",30.0,6,Anadolu Efes,203967,Signed on 07/12/23,Players,Dario Saric,64,35,29,0.547,1097.7516666666668,181,388,0.466,74,197,0.376,79,93,0.849,73,210,283,144,78,31,10,25,112,95,515,-21,1115.6,2,0,9,9,11,14,11,10,8,8,6,7,5,5,6,4,7,8,8,7,7,10,11,11,11,6,9,17,10,8,2,1610612744
1610612744,2023,Andrew Wiggins,andrew-wiggins,22.0,F,6-7,197,"FEB 23, 1995",29.0,9,Kansas,203952,Traded from MIN on 02/06/20,Players,Andrew Wiggins,71,38,33,0.535,1920.4483333333333,353,780,0.453,91,254,0.358,142,189,0.751,108,213,321,119,87,42,41,45,147,160,939,-58,1664.7,3,0,6,7,15,16,5,4,4,11,3,3,11,3,3,7,4,7,7,9,6,7,3,16,15,3,4,18,5,7,2,1610612744
1610612744,2023,Draymond Green,draymond-green,23.0,F,6-6,230,"MAR 04, 1990",34.0,11,Michigan State,203110,#35 Pick in 2012 Draft,Players,Draymond Green,55,33,22,0.6,1490.1833333333334,185,372,0.497,51,129,0.395,54,74,0.73,76,322,398,332,135,55,47,18,166,123,475,171,1621.6,10,1,11,10,8,7,7,9,9,7,9,9,2,9,10,9,6,1,3,3,2,3,2,9,17,4,10,3,6,1,1,1610612744
1610612744,2023,Lester Quinones,lester-quinones,25.0,G,6-4,208,"NOV 16, 2000",23.0,1,Memphis,1631311,Signed on 07/05/22,Players,Lester Quinones,37,24,13,0.649,394.455,56,141,0.397,32,88,0.364,20,29,0.69,21,51,72,36,17,6,2,8,44,36,164,17,311.4,0,0,13,13,5,5,13,13,13,15,10,10,8,12,12,10,12,13,13,14,13,13,16,6,6,12,13,11,13,10,2,1610612744
1610612744,2023,Stephen Curry,stephen-curry,30.0,G,6-2,185,"MAR 14, 1988",36.0,14,Davidson,201939,#7 Pick in 2009 Draft,Players,Stephen Curry,74,43,31,0.581,2421.5383333333334,650,1445,0.45,357,876,0.408,299,324,0.923,37,293,330,379,210,54,28,51,117,269,1956,189,2956.5,7,0,2,1,13,8,1,1,1,12,1,1,1,1,1,3,10,3,6,2,1,5,7,17,12,1,1,2,1,2,2,1610612744
1610612744,2023,Trayce Jackson-Davis,trayce-jackson-davis,32.0,F,6-9,245,"FEB 22, 2000",24.0,R,Indiana,1631218,Draft Rights Traded from WAS on 06/23/23,Players,Trayce Jackson-Davis,68,39,29,0.574,1130.4516666666666,233,332,0.702,0,1,0.0,74,132,0.561,135,206,341,82,49,29,76,39,108,93,540,32,1338.2,6,0,7,6,11,11,10,6,10,1,15,16,15,6,5,16,2,10,5,10,10,11,1,15,9,7,6,9,8,4,2,1610612744
1610612744,2023,Pat Spencer,pat-spencer,61.0,G,6-3,205,"JUL 04, 1996",27.0,R,Northwestern,1630311,Signed on 07/23/22,Players,Pat Spencer,6,4,2,0.667,25.65,2,4,0.5,0,2,0.0,0,0,0.0,2,2,4,5,1,0,0,0,1,0,4,-6,15.3,0,0,17,18,2,4,17,17,18,6,15,15,15,18,18,18,17,18,18,16,18,18,18,1,1,18,17,14,18,10,2,1610612744
1610612745,2023,Aaron Holiday,aaron-holiday,0.0,G,6-0,185,"SEP 30, 1996",27.0,5,UCLA,1628988,Signed on 07/10/23,Players,Aaron Holiday,78,39,39,0.5,1269.2966666666666,186,417,0.446,84,217,0.387,58,63,0.921,23,100,123,140,53,42,6,20,125,65,514,85,962.6,0,0,2,2,15,8,8,8,8,12,5,6,5,9,10,3,12,11,12,5,7,7,12,9,11,9,8,4,7,10,4,1610612745
1610612745,2023,Jermaine Samuels Jr.,jermaine-samuels-jr,0.0,F,6-6,230,"NOV 13, 1998",25.0,R,Villanova,1631257,Signed on 08/01/23,Players,Jermaine Samuels Jr.,14,8,6,0.571,60.13166666666667,9,14,0.643,0,2,0.0,2,2,1.0,3,10,13,3,0,1,2,2,5,3,20,-13,49.1,0,0,16,16,2,2,17,17,17,1,16,16,16,16,16,1,17,17,17,17,17,16,14,1,1,16,17,11,17,10,4,1610612745
1610612745,2023,Amen Thompson,amen-thompson,1.0,G-F,6-7,200,"JAN 30, 2003",21.0,R,Overtime Elite,1641708,#4 Pick in 2023 Draft,Players,Amen Thompson,62,30,32,0.484,1388.5316666666668,239,446,0.536,8,58,0.138,106,155,0.684,148,261,409,163,90,78,38,38,141,132,592,45,1585.3,13,1,9,8,9,15,6,6,7,4,13,11,15,7,5,12,2,4,4,4,4,2,4,14,13,5,6,7,5,4,2,1610612745
1610612745,2023,Jock Landale,jock-landale,2.0,C,6-11,255,"OCT 25, 1995",28.0,2,St. Mary's,1629111,Signed on 07/06/23,Players,Jock Landale,56,28,28,0.5,763.46,106,206,0.515,10,40,0.25,52,65,0.8,88,84,172,65,31,20,33,22,74,59,274,161,705.9,1,0,10,10,7,8,11,11,11,6,12,13,14,10,9,9,4,12,10,9,11,11,5,10,8,10,10,2,11,7,4,1610612745
1610612745,2023,Jalen Green,jalen-green,4.0,G,6-4,186,"FEB 09, 2002",22.0,2,NBA G League Ignite,1630224,#2 Pick in 2021 Draft,Players,Jalen Green,82,41,41,0.5,2601.3816666666667,563,1332,0.423,201,605,0.332,283,352,0.804,41,382,423,291,191,66,28,108,115,279,1610,31,2645.1,7,1,1,1,17,8,2,1,1,15,2,1,10,1,1,8,10,3,3,3,1,4,7,17,10,2,1,8,3,5,2,1610612745
1610612745,2023,Fred VanVleet,fred-vanvleet,5.0,G,6-0,197,"FEB 25, 1994",30.0,7,Wichita State,1627832,Signed on 07/07/23,Players,Fred VanVleet,73,38,35,0.521,2684.4266666666667,423,1018,0.416,227,586,0.387,197,229,0.86,33,245,278,589,126,101,59,32,183,201,1270,183,2841.1,20,0,5,5,12,6,1,3,2,16,1,2,4,3,3,4,11,5,5,1,3,1,2,12,14,3,3,1,1,2,4,1610612745
1610612745,2023,Cam Whitmore,cam-whitmore,7.0,F,6-7,230,"JUL 08, 2004",19.0,R,Villanova,1641715,#20 Pick in 2023 Draft,Players,Cam Whitmore,47,19,28,0.404,880.3333333333334,212,467,0.454,79,220,0.359,76,112,0.679,44,136,180,33,46,30,17,33,64,74,579,-28,939.5,1,0,11,12,7,17,10,7,6,10,6,5,9,8,8,13,9,7,8,11,8,10,9,13,7,8,7,14,8,7,4,1610612745
1610612745,2023,Jae'Sean Tate,jaesean-tate,8.0,F,6-4,230,"OCT 28, 1995",28.0,3,Ohio State,1630256,Signed on 11/25/20,Players,Jae'Sean Tate,65,32,33,0.492,1031.4566666666667,108,229,0.472,23,77,0.299,26,39,0.667,61,136,197,64,37,42,15,17,137,56,265,78,731.4,0,0,7,7,10,14,9,10,10,7,10,9,12,11,11,14,5,7,7,10,10,7,10,7,12,11,11,5,10,10,4,1610612745
1610612745,2023,Dillon Brooks,dillon-brooks,9.0,G-F,6-6,225,"JAN 22, 1996",28.0,6,Oregon,1628415,Traded from MEM on 07/08/23,Players,Dillon Brooks,72,36,36,0.5,2226.738333333333,329,768,0.428,133,370,0.359,124,147,0.844,53,193,246,119,88,64,10,31,241,119,915,-21,1522.7,1,0,6,6,13,8,4,5,5,13,4,4,8,5,7,5,6,6,6,7,6,5,11,11,17,6,5,13,6,7,4,1610612745
1610612745,2023,Jabari Smith Jr.,jabari-smith-jr,10.0,F,6-11,220,"MAY 13, 2003",21.0,1,Auburn,1631095,#3 Pick in 2022 Draft,Players,Jabari Smith Jr.,76,39,37,0.513,2423.845,378,833,0.454,138,380,0.363,150,185,0.811,139,477,616,121,89,52,61,56,200,138,1044,-84,2214.7,16,0,4,2,14,7,3,4,4,11,3,3,6,4,4,7,3,1,1,6,5,6,1,15,15,4,4,17,4,3,4,1610612745
1610612745,2023,Nate Hinton,nate-hinton,14.0,G-F,6-5,210,"JUN 08, 1999",24.0,2,Houston,1630207,Signed on 08/01/23,Players,Nate Hinton,15,8,7,0.533,74.55166666666666,11,26,0.423,7,14,0.5,4,5,0.8,7,15,22,10,3,3,2,2,11,4,33,13,86.4,0,0,15,16,3,5,15,16,16,14,14,14,1,15,15,9,14,15,16,14,16,15,14,1,4,15,16,10,16,10,4,1610612745
1610612745,2023,Tari Eason,tari-eason,17.0,F,6-8,215,"MAY 10, 2001",23.0,1,Louisiana State,1631106,#17 Pick in 2022 Draft,Players,Tari Eason,22,12,10,0.545,480.105,88,189,0.466,18,50,0.36,21,33,0.636,46,107,153,27,20,31,19,17,51,24,215,88,569.1,3,0,13,13,4,3,12,12,12,8,11,12,7,12,12,16,7,10,11,12,12,9,8,7,6,12,12,3,12,6,4,1610612745
1610612745,2023,Nate Williams,nate-williams,19.0,G,6-5,205,"FEB 12, 1999",25.0,1,Buffalo,1631466,Signed on 08/01/23,Players,Nate Williams,22,11,11,0.5,129.385,27,50,0.54,2,5,0.4,7,13,0.538,12,11,23,7,4,4,1,8,10,9,63,23,112.1,0,0,13,14,5,8,14,14,14,2,15,15,3,14,14,17,13,16,15,15,15,14,17,5,3,14,14,9,14,10,4,1610612745
1610612745,2023,Reggie Bullock Jr.,reggie-bullock-jr,25.0,G-F,6-6,205,"MAR 16, 1991",33.0,10,North Carolina,203493,Signed on 10/04/23,Players,Reggie Bullock Jr.,44,24,20,0.545,417.47333333333336,34,82,0.415,27,67,0.403,1,1,1.0,6,67,73,15,10,12,5,2,29,3,96,-53,247.1,0,0,12,11,6,3,13,13,13,17,9,10,2,17,17,1,16,13,13,13,13,13,13,1,5,16,13,15,13,10,4,1610612745
1610612745,2023,Alperen Sengun,alperen-sengun,28.0,C,6-11,243,"JUL 25, 2002",21.0,2,Besiktas,1630578,Draft Rights Traded from OKC on 07/30/21,Players,Alperen Sengun,63,29,34,0.46,2045.635,527,982,0.537,33,111,0.297,244,352,0.693,183,406,589,312,162,76,46,75,211,326,1331,49,2709.8,29,2,8,9,11,16,5,2,3,3,8,8,13,2,1,11,1,2,2,2,2,3,3,16,16,1,2,6,2,1,1,1610612745
1610612745,2023,Jeff Green,jeff-green,32.0,F,6-8,235,"AUG 28, 1986",37.0,15,Georgetown,201145,Signed on 07/06/23,Players,Jeff Green,78,39,39,0.5,1307.3383333333334,167,366,0.456,53,160,0.331,122,149,0.819,46,132,178,70,46,16,31,16,100,103,509,-77,922.6,0,0,2,2,15,8,7,9,9,9,7,7,11,6,6,6,7,9,9,8,8,12,6,6,9,7,9,16,9,10,4,1610612745
1610612745,2023,Boban Marjanovic,boban-marjanovic,51.0,C,7-4,290,"AUG 15, 1988",35.0,8,Crvena zvezda,1626246,Traded from DAL on 06/24/22,Players,Boban Marjanovic,14,9,5,0.643,70.91,18,34,0.529,0,2,0.0,9,14,0.643,7,25,32,6,5,1,2,3,5,14,45,-20,96.4,0,0,16,15,1,1,16,15,15,5,16,16,16,13,13,15,14,14,14,16,14,16,14,4,1,13,15,12,15,10,4,1610612745
1610612746,2023,Russell Westbrook,russell-westbrook,0.0,G,6-4,200,"NOV 12, 1988",35.0,15,UCLA,201566,Signed on 02/22/23,Players,Russell Westbrook,68,45,23,0.662,1528.8166666666666,301,663,0.454,42,154,0.273,110,160,0.688,93,250,343,306,144,74,23,43,121,122,754,104,1771.6,8,1,6,6,14,5,7,6,5,11,8,7,13,6,6,14,2,5,5,2,3,4,6,20,15,6,6,6,5,3,2,1610612746
1610612746,2023,James Harden,james-harden,1.0,G,6-5,220,"AUG 26, 1989",34.0,14,Arizona State,201935,Traded from PHI on 11/01/23,Players,James Harden,72,46,26,0.639,2469.668333333333,352,822,0.428,186,488,0.381,302,344,0.878,34,335,369,614,185,77,57,42,127,238,1192,291,2772.8,23,3,4,4,17,9,2,4,3,12,2,2,5,1,1,5,8,3,4,1,1,3,3,19,17,2,3,3,3,1,1,1610612746
1610612746,2023,Kawhi Leonard,kawhi-leonard,2.0,F,6-7,225,"JUN 29, 1991",32.0,11,San Diego State,202695,Signed on 07/09/19,Players,Kawhi Leonard,68,44,24,0.647,2330.04,610,1162,0.525,140,336,0.417,253,286,0.885,84,332,416,244,119,111,59,30,97,287,1613,392,2869.2,4,1,6,7,15,8,3,1,2,6,4,4,3,3,3,4,5,4,2,4,4,2,2,16,13,1,2,2,1,4,2,1610612746
1610612746,2023,Brandon Boston Jr.,brandon-boston-jr,4.0,G,6-6,188,"NOV 28, 2001",22.0,2,Kentucky,1630527,Draft Rights Traded from NOP on 08/07/21,Players,Brandon Boston Jr.,32,17,15,0.531,345.1716666666667,65,161,0.404,14,52,0.269,23,33,0.697,19,33,52,13,24,11,8,13,40,22,167,-111,281.9,0,0,13,13,8,19,14,12,11,14,10,10,14,11,11,13,12,14,14,15,12,14,11,10,8,12,12,21,12,11,4,1610612746
1610612746,2023,Bones Hyland,bones-hyland,5.0,G,6-2,169,"SEP 14, 2000",23.0,2,Virginia Commonwealth,1630538,Traded from DEN on 02/09/23,Players,Bones Hyland,37,20,17,0.541,540.21,97,251,0.386,44,135,0.326,18,23,0.783,5,50,55,93,44,26,4,20,51,34,256,-65,507.5,1,0,12,12,9,18,11,10,10,16,7,8,10,12,12,9,16,11,13,6,8,8,14,12,11,11,10,18,11,8,4,1610612746
1610612746,2023,Amir Coffey,amir-coffey,7.0,G-F,6-7,210,"JUN 17, 1997",26.0,4,Minnesota,1629599,Signed on 07/09/19,Players,Amir Coffey,70,46,24,0.657,1460.5966666666666,166,352,0.472,70,184,0.38,61,71,0.859,29,119,148,76,33,41,14,20,102,59,463,-92,886.6,1,0,5,4,15,6,8,8,8,9,6,6,6,9,9,6,9,10,10,9,11,7,10,12,14,9,8,19,9,8,4,1610612746
1610612746,2023,Daniel Theis,daniel-theis,10.0,F-C,6-8,245,"APR 04, 1992",32.0,6,Brose Bamberg,1628464,Signed on 11/17/23,Players,Daniel Theis,59,37,22,0.627,1006.4066666666666,155,289,0.536,26,70,0.371,38,50,0.76,85,159,244,61,42,21,51,26,126,57,374,62,932.3,1,0,9,9,13,13,9,9,9,4,9,9,7,10,10,10,4,9,7,10,9,10,4,14,16,10,9,7,8,8,4,1610612746
1610612746,2023,Jordan Miller,jordan-miller,11.0,G,6-5,194,"JAN 23, 2000",24.0,R,Miami,1641757,#48 Pick in 2023 Draft,Players,Jordan Miller,8,5,3,0.625,28.191666666666663,5,9,0.556,1,2,0.5,2,2,1.0,3,2,5,0,1,0,0,2,2,1,13,-13,18.0,0,0,17,17,5,15,20,17,18,3,16,18,1,15,15,1,17,19,19,20,19,20,21,6,2,19,17,15,20,11,4,1610612746
1610612746,2023,Paul George,paul-george,13.0,F,6-8,220,"MAY 02, 1990",34.0,13,Fresno State,202331,Traded from OKC on 07/10/19,Players,Paul George,74,48,26,0.649,2501.766666666667,582,1236,0.471,243,588,0.413,264,291,0.907,37,351,388,262,153,113,37,55,202,234,1671,461,2826.6,3,0,3,1,17,7,1,2,1,10,1,1,4,2,2,3,7,2,3,3,2,1,5,21,21,3,1,1,2,5,4,1610612746
1610612746,2023,Terance Mann,terance-mann,14.0,G-F,6-5,215,"OCT 18, 1996",27.0,4,Florida State,1629611,#48 Pick in 2019 Draft,Players,Terance Mann,75,47,28,0.627,1872.8916666666669,254,493,0.515,71,204,0.348,79,95,0.832,87,167,254,119,48,43,15,29,145,79,658,52,1267.3,2,0,2,3,20,14,5,7,7,7,5,5,9,7,8,7,3,8,6,5,7,5,9,15,19,8,7,8,7,6,4,1610612746
1610612746,2023,P.J. Tucker,pj-tucker,17.0,F,6-5,245,"MAY 05, 1985",39.0,12,Texas,200782,Traded from PHI on 11/01/23,Players,P.J. Tucker,28,11,17,0.393,419.9716666666667,16,45,0.356,11,30,0.367,3,3,1.0,27,44,71,16,6,13,5,2,45,10,46,-52,203.2,0,0,14,14,9,21,12,14,15,18,12,12,8,14,14,1,10,12,11,14,14,12,13,6,9,13,14,17,14,11,4,1610612746
1610612746,2023,Kobe Brown,kobe-brown,21.0,F,6-7,250,"JAN 01, 2000",24.0,R,Missouri,1641738,#30 Pick in 2023 Draft,Players,Kobe Brown,44,27,17,0.614,393.9983333333333,37,90,0.411,14,48,0.292,1,2,0.5,20,42,62,25,9,12,6,6,49,3,89,-92,245.9,0,0,11,11,9,17,13,13,13,13,10,11,11,16,15,16,11,13,12,12,13,13,12,9,10,16,13,19,13,11,4,1610612746
1610612746,2023,Xavier Moon,xavier-moon,22.0,G,6-0,165,"JAN 02, 1995",29.0,2,Morehead State,1629875,Signed on 12/25/21,Players,Xavier Moon,14,7,7,0.5,119.25,15,46,0.326,2,17,0.118,1,2,0.5,8,10,18,21,5,3,3,0,8,3,33,-37,99.1,0,0,15,15,7,20,15,15,14,21,13,13,17,16,15,16,15,15,16,13,15,17,16,1,7,16,15,16,15,11,4,1610612746
1610612746,2023,Norman Powell,norman-powell,24.0,G,6-4,215,"MAY 25, 1993",31.0,8,UCLA,1626181,Traded from POR on 02/04/22,Players,Norman Powell,76,48,28,0.632,1990.378333333333,373,768,0.486,167,384,0.435,143,172,0.831,16,179,195,82,66,43,22,37,137,150,1056,212,1542.0,0,0,1,1,20,11,4,3,4,8,3,3,2,4,4,8,13,6,9,8,6,5,7,17,18,4,4,4,6,11,4,1610612746
1610612746,2023,Moussa Diabate,moussa-diabate,25.0,F,6-9,210,"JAN 21, 2002",22.0,1,Michigan,1631217,#43 Pick in 2022 Draft,Players,Moussa Diabate,11,7,4,0.636,64.23833333333333,10,19,0.526,0,0,0.0,9,14,0.643,15,9,24,4,2,5,1,3,4,10,29,-2,79.8,0,0,16,15,6,10,17,16,16,5,18,20,18,13,13,15,14,16,15,18,17,16,18,8,4,13,16,13,16,11,4,1610612746
1610612746,2023,Ivica Zubac,ivica-zubac,40.0,C,7-0,240,"MAR 18, 1997",27.0,7,Mega Basket,1627826,Traded from LAL on 02/07/19,Players,Ivica Zubac,68,42,26,0.618,1794.4483333333333,337,519,0.649,0,0,0.0,120,166,0.723,196,430,626,93,79,22,83,40,180,137,794,184,1920.7,23,0,6,8,17,16,6,5,6,1,18,20,18,5,5,11,1,1,1,6,5,9,1,18,20,5,5,5,4,1,4,1610612746
1610612746,2023,Mason Plumlee,mason-plumlee,44.0,F-C,6-10,254,"MAR 05, 1990",34.0,10,Duke,203486,Traded from CHA on 02/09/23,Players,Mason Plumlee,46,29,17,0.63,673.9266666666666,87,153,0.569,0,6,0.0,70,99,0.707,60,174,234,55,36,14,17,14,68,85,244,11,664.3,2,0,10,10,9,12,10,11,12,2,18,16,18,8,7,12,6,7,8,11,10,11,8,11,12,7,11,10,10,6,4,1610612746
1610612747,2023,Jalen Hood-Schifino,jalen-hood-schifino,0.0,G,6-5,215,"JUN 19, 2003",20.0,R,Indiana,1641720,#17 Pick in 2023 Draft,Players,Jalen Hood-Schifino,21,10,11,0.476,108.98333333333332,10,45,0.222,2,15,0.133,12,20,0.6,2,11,13,8,9,3,2,5,13,10,34,-54,67.6,0,0,14,14,9,18,14,14,14,18,15,13,15,13,13,16,15,13,13,15,14,15,13,10,8,13,13,18,14,8,4,1610612747
1610612747,2023,D'Angelo Russell,dangelo-russell,1.0,G,6-3,193,"FEB 23, 1996",28.0,8,Ohio State,1626156,Traded from MIN on 02/09/23,Players,D'Angelo Russell,76,46,30,0.605,2484.1283333333336,492,1080,0.456,226,545,0.415,159,192,0.828,28,208,236,482,156,69,36,35,156,170,1369,184,2534.2,10,0,3,2,17,4,4,3,3,10,1,1,3,4,4,5,8,7,6,2,4,3,3,17,20,4,3,2,3,3,4,1610612747
1610612747,2023,Jarred Vanderbilt,jarred-vanderbilt,2.0,F,6-8,214,"APR 03, 1999",25.0,5,Kentucky,1629020,Traded from UTA on 02/09/23,Players,Jarred Vanderbilt,29,14,15,0.483,581.2366666666667,59,114,0.518,8,27,0.296,24,36,0.667,41,97,138,36,28,36,5,13,43,40,150,43,464.6,0,0,12,13,10,17,12,11,12,6,11,12,12,12,12,13,6,10,10,11,12,8,12,12,10,10,12,6,11,8,4,1610612747
1610612747,2023,Anthony Davis,anthony-davis,3.0,F-C,6-10,253,"MAR 11, 1993",31.0,11,Kentucky,203076,Traded from NOP on 07/06/19,Players,Anthony Davis,76,45,31,0.592,2700.2433333333333,713,1283,0.556,29,107,0.271,421,516,0.816,239,722,961,266,159,91,178,80,177,410,1876,151,4076.2,64,2,3,3,19,5,1,1,1,3,10,9,13,1,1,6,1,1,1,4,3,1,1,21,21,1,1,3,1,1,2,1610612747
1610612747,2023,Skylar Mays,skylar-mays,4.0,G,6-3,205,"SEP 05, 1997",26.0,3,Louisiana State,1630219,Signed on 01/08/24,Players,Skylar Mays,21,6,15,0.286,356.1666666666667,53,138,0.384,14,49,0.286,13,17,0.765,9,28,37,75,18,14,3,9,20,16,133,-94,322.9,2,0,17,13,5,5,15,14,14,18,13,13,14,15,15,11,19,17,19,11,15,13,18,7,5,16,14,10,14,6,1,1610612757
1610612747,2023,Cam Reddish,cam-reddish,5.0,F-G,6-7,217,"SEP 01, 1999",24.0,4,Duke,1629629,Signed on 07/06/23,Players,Cam Reddish,48,27,21,0.563,984.0616666666666,91,234,0.389,37,110,0.336,41,54,0.759,27,72,99,48,31,47,14,18,64,44,260,-50,602.8,0,0,10,10,12,12,7,10,9,15,7,8,10,10,9,8,9,11,11,10,10,6,10,14,13,9,10,17,10,8,4,1610612747
1610612747,2023,Gabe Vincent,gabe-vincent,7.0,G,6-2,200,"JUN 14, 1996",27.0,4,California-Santa Barbara,1629216,Signed on 07/06/23,Players,Gabe Vincent,11,7,4,0.636,217.635,15,49,0.306,3,28,0.107,1,2,0.5,4,5,9,21,5,9,0,2,19,4,34,31,98.3,0,0,17,17,3,3,13,13,13,17,13,11,17,17,16,17,13,15,15,13,15,13,17,6,9,14,13,7,13,8,4,1610612747
1610612747,2023,Max Christie,max-christie,10.0,G,6-5,190,"FEB 10, 2003",21.0,1,Michigan State,1631108,#35 Pick in 2022 Draft,Players,Max Christie,67,38,29,0.567,944.3183333333334,103,241,0.427,42,118,0.356,36,46,0.783,15,127,142,60,35,20,17,21,57,28,284,-17,620.4,0,0,8,8,15,10,8,9,8,13,6,6,9,11,11,7,11,9,9,8,9,10,9,15,12,12,9,11,9,8,4,1610612747
1610612747,2023,Jaxson Hayes,jaxson-hayes,11.0,C-F,7-0,220,"MAY 23, 2000",24.0,4,Texas,1629637,Signed on 07/06/23,Players,Jaxson Hayes,70,41,29,0.586,877.1333333333333,126,175,0.72,0,8,0.0,51,82,0.622,69,142,211,33,43,34,29,16,123,79,303,-107,751.7,2,0,6,5,15,7,9,7,10,1,18,16,18,7,7,15,2,8,8,12,8,9,6,13,17,6,8,20,8,6,4,1610612747
1610612747,2023,Taurean Prince,taurean-prince,12.0,F,6-6,218,"MAR 22, 1994",30.0,7,Baylor,1627752,Signed on 07/06/23,Players,Taurean Prince,78,44,34,0.564,2107.6216666666664,253,572,0.442,141,356,0.396,50,68,0.735,21,209,230,119,73,58,35,28,146,68,697,-118,1357.5,0,0,2,4,20,11,5,6,6,12,4,4,6,8,8,11,10,6,7,5,5,5,4,16,18,8,6,21,6,8,4,1610612747
1610612747,2023,Colin Castleton,colin-castleton,14.0,C,6-10,250,"MAY 25, 2000",24.0,R,Florida,1630658,Signed on 07/03/23,Players,Colin Castleton,16,9,7,0.563,59.08,9,16,0.563,0,0,0.0,6,6,1.0,6,6,12,3,3,2,0,2,11,3,24,-44,45.9,0,0,16,15,6,12,17,16,17,2,18,21,18,14,14,1,12,14,14,19,16,16,17,6,7,15,15,16,16,8,4,1610612747
1610612747,2023,Austin Reaves,austin-reaves,15.0,G,6-5,197,"MAY 29, 1998",26.0,2,Oklahoma,1630559,Signed on 08/03/21,Players,Austin Reaves,82,47,35,0.573,2628.95,457,940,0.486,154,420,0.367,232,272,0.853,57,295,352,450,174,66,25,48,153,243,1300,-41,2496.4,9,1,1,1,21,9,2,4,4,7,2,2,8,3,3,4,5,3,3,3,2,4,7,19,19,3,4,15,4,4,3,1610612747
1610612747,2023,Harry Giles III,harry-giles-iii,20.0,F-C,6-10,240,"APR 22, 1998",26.0,3,Duke,1628385,Signed on 03/02/24,Players,Harry Giles III,16,6,10,0.375,81.25,22,44,0.5,3,11,0.273,7,13,0.538,12,14,26,6,6,1,3,1,15,10,54,-8,100.2,0,0,15,16,7,15,17,16,17,6,16,15,15,16,16,17,16,16,16,16,16,19,16,2,6,16,16,5,16,13,1,1610612751
1610612747,2023,Maxwell Lewis,maxwell-lewis,21.0,F,6-7,195,"JUL 27, 2002",21.0,R,Pepperdine,1641721,Draft Rights Traded from DEN on 06/23/23,Players,Maxwell Lewis,34,18,16,0.529,102.825,4,21,0.19,1,9,0.111,2,3,0.667,2,2,4,6,10,2,1,3,5,2,11,-73,23.8,0,0,11,12,11,15,15,18,15,19,17,15,16,15,15,13,15,19,17,16,13,16,14,9,5,16,19,19,19,8,4,1610612747
1610612747,2023,LeBron James,lebron-james,23.0,F,6-9,250,"DEC 30, 1984",39.0,20,St. Vincent-St. Mary HS (OH),2544,Signed on 07/09/18,Players,LeBron James,71,41,30,0.577,2503.6833333333334,685,1269,0.54,149,363,0.41,303,404,0.75,61,457,518,589,245,89,38,59,78,308,1822,218,3463.1,27,5,5,5,17,8,3,2,2,4,3,3,4,2,2,9,3,2,2,1,1,2,2,20,15,2,2,1,2,2,1,1610612747
1610612747,2023,Spencer Dinwiddie,spencer-dinwiddie,26.0,G,6-5,215,"APR 06, 1993",31.0,9,Colorado,203915,Signed on 02/10/24,Players,Spencer Dinwiddie,48,19,29,0.396,1473.9233333333334,195,499,0.391,89,278,0.32,125,160,0.781,26,132,158,288,62,38,9,16,86,110,604,-27,1304.6,4,0,11,10,10,12,6,7,6,16,7,5,13,3,4,9,12,9,10,2,8,7,12,11,12,4,5,11,6,3,1,1610612751
1610612747,2023,Rui Hachimura,rui-hachimura,28.0,F,6-8,230,"FEB 08, 1998",26.0,4,Gonzaga,1629060,Traded from WAS on 01/23/23,Players,Rui Hachimura,68,40,28,0.588,1825.493333333333,363,676,0.537,98,232,0.422,99,134,0.739,58,236,294,81,46,41,25,43,101,92,923,123,1549.3,4,0,7,7,14,6,6,5,5,5,5,5,2,5,5,10,4,4,4,6,7,7,7,18,16,5,5,4,5,5,4,1610612747
1610612747,2023,Christian Wood,christian-wood,35.0,F,6-8,214,"SEP 27, 1995",28.0,7,UNLV,1626174,Signed on 09/06/23,Players,Christian Wood,50,28,22,0.56,871.9433333333334,123,264,0.466,35,114,0.307,66,94,0.702,39,215,254,49,50,16,33,12,72,79,347,3,822.3,2,0,9,9,13,14,10,8,7,9,8,7,11,6,6,12,7,5,5,9,6,11,5,11,14,6,7,8,7,6,4,1610612747
